CaseID,Activity,Timestamp,Resource,Cost
PO-1127,Send to Vendor,2024-02-09 05:00:56,System,98
PO-1127,Receive Goods,2024-02-14 12:33:47,Warehouse,153
PO-1127,Receive Invoice,2024-02-15 18:07:34,AP Clerk 1,191
PO-1127,Pay,2024-02-17 04:19:03,AP Clerk 1,103
PO-1128,Create PO,2024-01-03 10:10:09,Buyer C,160
PO-1128,Approve,2024-01-03 22:02:57,Manager Y,17
PO-1128,Reject,2024-01-03 23:10:43,Manager X,87
PO-1128,Revise,2024-01-04 22:36:41,Buyer A,163
PO-1128,Approve,2024-01-05 05:22:34,Manager X,55
PO-1128,Reject,2024-01-05 11:09:07,Manager X,104
PO-1128,Revise,2024-01-06 13:37:57,Buyer B,45
PO-1128,Approve,2024-01-06 18:24:21,Manager Y,88
PO-1128,Send to Vendor,2024-01-06 20:04:30,System,65
PO-1128,Receive Goods,2024-01-12 03:56:52,Warehouse,89
PO-1128,Receive Invoice,2024-01-14 23:49:05,AP Clerk 1,52
PO-1128,Pay,2024-01-17 08:21:17,AP Clerk 2,143
PO-1129,Create PO,2024-02-20 12:13:38,Buyer C,96
PO-1129,Approve,2024-02-21 03:28:08,Manager Y,71
PO-1129,Send to Vendor,2024-02-21 05:34:30,System,79
PO-1129,Receive Goods,2024-02-25 14:15:51,Warehouse,34
PO-1129,Receive Invoice,2024-02-28 12:22:18,AP Clerk 2,45
PO-1129,Pay,2024-03-10 15:36:07,AP Clerk 1,34
PO-1130,Create PO,2024-01-25 02:54:45,Buyer C,31
PO-1130,Approve,2024-01-26 08:39:26,Manager X,121
PO-1130,Reject,2024-01-26 13:51:09,Manager X,46
PO-1130,Revise,2024-01-27 18:13:00,Buyer B,98
PO-1130,Approve,2024-01-28 01:03:41,Manager X,107
PO-1130,Send to Vendor,2024-01-28 05:52:23,System,76
PO-1130,Receive Goods,2024-02-06 22:23:40,Warehouse,187
PO-1130,Receive Invoice,2024-02-09 17:21:31,AP Clerk 1,36
PO-1130,Pay,2024-02-24 05:07:54,AP Clerk 2,182
PO-1131,Create PO,2024-01-26 20:46:53,Buyer C,46
PO-1131,Approve,2024-01-27 11:23:47,Manager Y,161
PO-1131,Send to Vendor,2024-01-27 14:18:59,System,82
PO-1131,Receive Goods,2024-01-31 22:27:30,Warehouse,96
PO-1131,Receive Invoice,2024-02-02 00:04:46,AP Clerk 1,161
PO-1131,Pay,2024-02-15 22:00:17,AP Clerk 1,44
PO-1132,Create PO,2024-02-13 00:50:10,Buyer B,172
PO-1132,Approve,2024-02-14 06:34:50,Manager X,65
PO-1132,Send to Vendor,2024-02-14 11:37:51,System,57
PO-1132,Receive Invoice,2024-02-21 06:14:46,AP Clerk 1,173
PO-1132,Receive Goods,2024-02-24 00:18:56,Warehouse,102
PO-1132,Pay,2024-03-05 00:27:46,AP Clerk 2,115
PO-1133,Create PO,2024-02-23 02:39:29,Buyer C,124
PO-1133,Approve,2024-02-23 09:21:56,Manager X,41
PO-1133,Send to Vendor,2024-02-23 13:45:21,System,162
PO-1133,Receive Goods,2024-03-01 14:09:23,Warehouse,145
PO-1133,Receive Invoice,2024-03-03 14:41:49,AP Clerk 2,37
PO-1133,Pay,2024-03-09 11:29:18,AP Clerk 1,154
PO-1134,Create PO,2024-02-29 20:41:01,Buyer C,159
PO-1134,Approve,2024-02-29 23:48:33,Manager Y,19
PO-1134,Reject,2024-03-01 03:50:44,Manager Y,24
PO-1134,Revise,2024-03-02 21:32:23,Buyer C,126
PO-1134,Approve,2024-03-03 16:04:34,Manager Y,128
PO-1134,Send to Vendor,2024-03-03 21:22:13,System,99
PO-1134,Receive Goods,2024-03-12 06:17:40,Warehouse,110
PO-1134,Receive Invoice,2024-03-15 19:29:17,AP Clerk 2,61
PO-1134,Pay,2024-03-22 09:31:55,AP Clerk 1,189
PO-1135,Create PO,2024-03-02 14:50:51,Buyer B,192
PO-1135,Send to Vendor,2024-03-02 16:51:23,System,68
PO-1135,Receive Goods,2024-03-09 11:54:14,Warehouse,58
PO-1135,Receive Invoice,2024-03-12 13:26:53,AP Clerk 2,85
PO-1135,Pay,2024-03-15 23:13:54,AP Clerk 1,121
PO-1136,Create PO,2024-03-16 08:27:00,Buyer C,67
PO-1136,Approve,2024-03-17 04:08:40,Manager Y,154
PO-1136,Send to Vendor,2024-03-17 10:37:53,System,194
PO-1136,Receive Goods,2024-03-21 16:52:42,Warehouse,84
PO-1136,Receive Invoice,2024-03-24 15:45:11,AP Clerk 1,53
PO-1136,Pay,2024-03-28 18:25:13,AP Clerk 1,131
PO-1137,Create PO,2024-01-09 08:34:31,Buyer A,46
PO-1137,Approve,2024-01-10 05:24:40,Manager Y,175
PO-1137,Send to Vendor,2024-01-10 07:15:21,System,133
PO-1137,Receive Goods,2024-01-16 08:23:46,Warehouse,23
PO-1137,Receive Invoice,2024-01-16 23:28:02,AP Clerk 1,184
PO-1137,Pay,2024-01-31 04:12:28,AP Clerk 1,122
PO-1138,Create PO,2024-02-04 19:52:09,Buyer B,67
PO-1138,Approve,2024-02-05 01:24:20,Manager X,190
PO-1138,Send to Vendor,2024-02-05 06:26:07,System,75
PO-1138,Receive Invoice,2024-02-12 06:53:03,AP Clerk 1,135
PO-1138,Receive Goods,2024-02-14 22:34:17,Warehouse,15
PO-1138,Pay,2024-02-19 05:23:34,AP Clerk 1,144
PO-1139,Create PO,2024-02-28 11:53:28,Buyer A,61
PO-1139,Approve,2024-02-29 03:24:51,Manager Y,186
PO-1139,Send to Vendor,2024-02-29 06:09:36,System,151
PO-1139,Receive Goods,2024-03-04 22:22:14,Warehouse,111
PO-1139,Receive Invoice,2024-03-07 20:41:27,AP Clerk 2,38
PO-1139,Pay,2024-03-18 03:28:20,AP Clerk 1,190
PO-1140,Create PO,2024-03-22 03:53:35,Buyer A,110
PO-1140,Approve,2024-03-23 03:56:04,Manager X,31
PO-1140,Send to Vendor,2024-03-23 10:35:13,System,67
PO-1140,Receive Goods,2024-03-29 13:58:01,Warehouse,174
PO-1140,Receive Invoice,2024-03-30 05:02:47,AP Clerk 1,71
PO-1140,Pay,2024-04-09 00:09:26,AP Clerk 2,37
PO-1141,Create PO,2024-03-27 11:36:20,Buyer C,118
PO-1141,Approve,2024-03-28 07:05:44,Manager Y,46
PO-1141,Send to Vendor,2024-03-28 11:58:49,System,136
PO-1141,Receive Goods,2024-04-03 22:58:23,Warehouse,42
PO-1141,Receive Invoice,2024-04-07 11:30:07,AP Clerk 2,38
PO-1141,Pay,2024-04-13 01:55:16,AP Clerk 1,193
PO-1142,Create PO,2024-02-04 14:26:02,Buyer C,151
PO-1142,Approve,2024-02-05 00:57:11,Manager X,81
PO-1142,Reject,2024-02-05 04:53:38,Manager Y,152
PO-1142,Revise,2024-02-06 19:09:23,Buyer C,163
PO-1142,Approve,2024-02-07 10:44:53,Manager X,45
PO-1142,Reject,2024-02-07 20:06:56,Manager X,147
PO-1142,Revise,2024-02-09 04:11:19,Buyer C,196
PO-1142,Approve,2024-02-09 09:49:39,Manager X,58
PO-1142,Send to Vendor,2024-02-09 13:34:22,System,28
PO-1142,Receive Goods,2024-02-15 00:17:29,Warehouse,53
PO-1142,Receive Invoice,2024-02-17 06:01:21,AP Clerk 2,77
PO-1142,Pay,2024-02-29 08:39:15,AP Clerk 1,121
PO-1143,Create PO,2024-03-09 16:37:22,Buyer B,163
PO-1143,Approve,2024-03-10 19:35:38,Manager X,33
PO-1143,Reject,2024-03-11 06:54:08,Manager X,133
PO-1143,Revise,2024-03-12 20:15:10,Buyer A,104
PO-1143,Approve,2024-03-13 17:36:38,Manager X,183
PO-1143,Send to Vendor,2024-03-13 21:16:15,System,115
PO-1143,Receive Goods,2024-03-17 02:11:15,Warehouse,52
PO-1143,Pay,2024-03-28 18:52:33,AP Clerk 1,32
PO-1144,Create PO,2024-03-11 02:51:53,Buyer C,131
PO-1144,Send to Vendor,2024-03-11 03:54:19,System,185
PO-1144,Receive Goods,2024-03-14 17:36:40,Warehouse,23
PO-1144,Receive Invoice,2024-03-15 20:38:48,AP Clerk 2,189
PO-1144,Pay,2024-03-27 16:35:41,AP Clerk 2,124
PO-1145,Create PO,2024-01-03 07:40:18,Buyer A,34
PO-1145,Approve,2024-01-03 11:26:45,Manager X,38
PO-1145,Send to Vendor,2024-01-03 13:49:38,System,144
PO-1145,Receive Goods,2024-01-07 11:31:10,Warehouse,188
PO-1145,Receive Invoice,2024-01-08 20:13:33,AP Clerk 1,35
PO-1145,Pay,2024-01-12 22:50:55,AP Clerk 2,191
PO-1146,Create PO,2024-02-16 10:26:35,Buyer C,62
PO-1146,Approve,2024-02-16 13:24:16,Manager X,45
PO-1146,Send to Vendor,2024-02-16 17:23:52,System,69
PO-1146,Receive Goods,2024-02-20 15:15:21,Warehouse,180
PO-1146,Receive Invoice,2024-02-21 05:29:40,AP Clerk 2,105
PO-1146,Pay,2024-02-22 15:09:04,AP Clerk 1,67
PO-1147,Create PO,2024-02-26 16:29:20,Buyer A,18
PO-1147,Approve,2024-02-27 03:56:56,Manager X,188
PO-1147,Send to Vendor,2024-02-27 06:18:09,System,47
PO-1147,Cancel,2024-03-03 03:34:11,Buyer A,59
PO-1148,Create PO,2024-03-27 12:08:24,Buyer C,159
PO-1148,Approve,2024-03-28 16:00:26,Manager X,193
PO-1148,Send to Vendor,2024-03-28 17:59:33,System,111
PO-1148,Receive Invoice,2024-04-04 23:52:45,AP Clerk 1,80
PO-1148,Receive Goods,2024-04-07 04:01:03,Warehouse,59
PO-1148,Pay,2024-04-17 06:16:29,AP Clerk 1,129
PO-1149,Create PO,2024-02-02 07:15:37,Buyer B,51
PO-1149,Approve,2024-02-02 17:10:49,Manager Y,193
PO-1149,Send to Vendor,2024-02-02 21:16:59,System,44
PO-1149,Receive Goods,2024-02-11 13:25:56,Warehouse,113
PO-1149,Receive Invoice,2024-02-12 08:02:18,AP Clerk 2,93
PO-1149,Pay,2024-02-13 11:23:25,AP Clerk 2,73
PO-1150,Create PO,2024-03-12 03:05:54,Buyer C,42
PO-1150,Approve,2024-03-12 10:46:18,Manager X,124
PO-1150,Reject,2024-03-12 12:15:13,Manager Y,109
PO-1150,Revise,2024-03-13 18:29:13,Buyer C,37
PO-1150,Approve,2024-03-13 20:44:26,Manager Y,143
PO-1150,Send to Vendor,2024-03-13 22:36:36,System,108
PO-1150,Receive Goods,2024-03-22 06:32:10,Warehouse,82
PO-1150,Receive Invoice,2024-03-22 19:17:48,AP Clerk 2,62
PO-1150,Pay,2024-03-28 19:24:16,AP Clerk 1,110
PO-1151,Create PO,2024-01-25 22:47:41,Buyer B,48
PO-1151,Approve,2024-01-27 03:00:46,Manager X,60
PO-1151,Send to Vendor,2024-01-27 08:04:59,System,114
PO-1151,Receive Invoice,2024-02-02 06:37:52,AP Clerk 1,37
PO-1151,Receive Goods,2024-02-05 19:17:23,Warehouse,176
PO-1151,Pay,2024-02-17 15:32:04,AP Clerk 1,56
PO-1152,Create PO,2024-01-03 16:44:27,Buyer A,76
PO-1152,Approve,2024-01-04 11:37:11,Manager X,173
PO-1152,Send to Vendor,2024-01-04 13:20:57,System,93
PO-1152,Cancel,2024-01-09 10:05:55,Manager X,179
PO-1153,Create PO,2024-01-25 01:05:17,Buyer B,154
PO-1153,Approve,2024-01-25 09:55:02,Manager Y,84
PO-1153,Send to Vendor,2024-01-25 17:25:58,System,98
PO-1153,Receive Goods,2024-01-30 14:11:13,Warehouse,122
PO-1153,Receive Invoice,2024-02-03 08:24:38,AP Clerk 2,192
PO-1153,Pay,2024-02-06 09:28:53,AP Clerk 1,116
PO-1154,Create PO,2024-02-11 01:18:37,Buyer C,46
PO-1154,Approve,2024-02-12 06:26:16,Manager Y,170
PO-1154,Send to Vendor,2024-02-12 13:26:59,System,37
PO-1154,Receive Goods,2024-02-21 21:50:20,Warehouse,142
PO-1154,Receive Invoice,2024-02-23 19:12:36,AP Clerk 1,91
PO-1154,Pay,2024-03-05 18:28:42,AP Clerk 2,199
PO-1155,Create PO,2024-02-13 19:33:11,Buyer B,137
PO-1155,Approve,2024-02-14 23:39:08,Manager Y,183
PO-1155,Send to Vendor,2024-02-15 05:19:37,System,20
PO-1155,Receive Goods,2024-02-24 14:32:58,Warehouse,164
PO-1155,Receive Invoice,2024-02-27 14:28:27,AP Clerk 1,42
PO-1155,Pay,2024-03-07 06:43:31,AP Clerk 2,140
PO-1156,Create PO,2024-02-23 02:00:27,Buyer A,148
PO-1156,Approve,2024-02-24 03:05:18,Manager X,98
PO-1156,Send to Vendor,2024-02-24 08:16:10,System,20
PO-1156,Receive Goods,2024-03-05 03:06:53,Warehouse,130
PO-1156,Receive Invoice,2024-03-08 07:34:46,AP Clerk 1,73
PO-1156,Pay,2024-03-09 22:43:48,AP Clerk 1,37
PO-1157,Create PO,2024-03-04 12:53:47,Buyer B,197
PO-1157,Send to Vendor,2024-03-04 17:02:18,System,30
PO-1157,Receive Goods,2024-03-12 15:27:50,Warehouse,132
PO-1157,Receive Invoice,2024-03-14 09:38:39,AP Clerk 2,124
PO-1157,Pay,2024-03-21 11:43:36,AP Clerk 1,192
PO-1158,Create PO,2024-03-15 21:57:06,Buyer B,187
PO-1158,Approve,2024-03-16 13:21:39,Manager Y,162
PO-1158,Send to Vendor,2024-03-16 17:53:34,System,80
PO-1158,Receive Goods,2024-03-23 03:54:35,Warehouse,183
PO-1158,Receive Invoice,2024-03-25 11:31:51,AP Clerk 1,100
PO-1158,Pay,2024-04-03 07:42:48,AP Clerk 1,36
PO-1159,Create PO,2024-02-18 16:37:52,Buyer A,54
PO-1159,Approve,2024-02-19 14:33:42,Manager X,98
PO-1159,Reject,2024-02-19 23:46:36,Manager X,139
PO-1159,Revise,2024-02-20 13:58:04,Buyer A,183
PO-1159,Approve,2024-02-21 02:38:45,Manager X,134
PO-1159,Send to Vendor,2024-02-21 10:18:04,System,55
PO-1159,Receive Goods,2024-02-28 05:53:03,Warehouse,45
PO-1159,Receive Invoice,2024-03-03 00:02:08,AP Clerk 2,72
PO-1159,Pay,2024-03-09 00:35:37,AP Clerk 2,34
PO-1160,Create PO,2024-01-18 13:48:22,Buyer B,160
PO-1160,Approve,2024-01-18 19:38:19,Manager Y,74
PO-1160,Send to Vendor,2024-01-19 00:15:41,System,74
PO-1160,Receive Goods,2024-01-27 21:35:57,Warehouse,77
PO-1160,Receive Invoice,2024-01-31 17:56:45,AP Clerk 1,53
PO-1160,Pay,2024-02-07 01:05:14,AP Clerk 1,147
PO-1161,Create PO,2024-01-08 16:02:25,Buyer A,50
PO-1161,Approve,2024-01-08 22:11:26,Manager X,37
PO-1161,Send to Vendor,2024-01-09 01:30:31,System,60
PO-1161,Cancel,2024-01-12 19:14:56,Manager X,166
PO-1162,Create PO,2024-03-22 09:01:06,Buyer A,121
PO-1162,Approve,2024-03-22 11:12:50,Manager X,121
PO-1162,Send to Vendor,2024-03-22 13:53:45,System,84
PO-1162,Receive Goods,2024-03-26 04:23:04,Warehouse,83
PO-1162,Receive Invoice,2024-03-27 14:29:45,AP Clerk 1,148
PO-1162,Pay,2024-04-05 06:23:02,AP Clerk 1,183
PO-1163,Create PO,2024-03-12 23:21:31,Buyer C,31
PO-1163,Approve,2024-03-13 06:50:36,Manager Y,109
PO-1163,Send to Vendor,2024-03-13 11:06:18,System,134
PO-1163,Receive Goods,2024-03-20 08:40:57,Warehouse,89
PO-1163,Receive Invoice,2024-03-21 18:00:53,AP Clerk 2,99
PO-1163,Pay,2024-03-28 09:34:19,AP Clerk 2,167
PO-1164,Create PO,2024-02-10 12:33:00,Buyer A,77
PO-1164,Approve,2024-02-11 16:48:27,Manager X,187
PO-1164,Reject,2024-02-11 20:52:50,Manager X,99
PO-1164,Revise,2024-02-13 10:03:18,Buyer C,88
PO-1164,Approve,2024-02-14 07:33:56,Manager X,186
PO-1164,Send to Vendor,2024-02-14 10:01:00,System,180
PO-1164,Receive Goods,2024-02-21 02:37:33,Warehouse,161
PO-1164,Receive Invoice,2024-02-21 19:09:45,AP Clerk 2,18
PO-1164,Pay,2024-03-03 15:23:54,AP Clerk 1,152
PO-1165,Create PO,2024-01-29 09:06:15,Buyer C,132
PO-1165,Send to Vendor,2024-01-29 14:13:37,System,77
PO-1165,Receive Goods,2024-02-03 08:57:33,Warehouse,177
PO-1165,Receive Invoice,2024-02-04 20:21:00,AP Clerk 1,41
PO-1165,Pay,2024-02-12 13:05:55,AP Clerk 2,50
PO-1166,Create PO,2024-01-10 14:49:01,Buyer C,33
PO-1166,Approve,2024-01-11 16:59:09,Manager Y,189
PO-1166,Send to Vendor,2024-01-11 22:48:29,System,184
PO-1166,Receive Goods,2024-01-21 17:33:17,Warehouse,153
PO-1166,Receive Invoice,2024-01-24 06:37:15,AP Clerk 2,85
PO-1166,Pay,2024-01-29 15:45:28,AP Clerk 2,150
PO-1167,Create PO,2024-02-05 11:34:54,Buyer A,113
PO-1167,Approve,2024-02-05 23:38:34,Manager X,118
PO-1167,Reject,2024-02-06 09:35:07,Manager X,134
PO-1167,Revise,2024-02-08 04:48:01,Buyer C,177
PO-1167,Approve,2024-02-08 15:40:17,Manager X,101
PO-1167,Send to Vendor,2024-02-08 17:55:56,System,121
PO-1167,Receive Goods,2024-02-17 19:48:56,Warehouse,29
PO-1167,Receive Invoice,2024-02-20 11:39:57,AP Clerk 2,34
PO-1167,Pay,2024-02-24 20:46:40,AP Clerk 1,59
PO-1168,Create PO,2024-02-22 00:58:02,Buyer C,164
PO-1168,Send to Vendor,2024-02-22 02:24:42,System,137
PO-1168,Receive Goods,2024-02-29 17:51:59,Warehouse,75
PO-1168,Receive Invoice,2024-03-03 19:40:09,AP Clerk 1,60
PO-1168,Pay,2024-03-16 12:15:30,AP Clerk 2,152
PO-1169,Create PO,2024-03-09 22:52:54,Buyer A,150
PO-1169,Approve,2024-03-10 04:13:19,Manager Y,127
PO-1169,Send to Vendor,2024-03-10 09:48:03,System,120
PO-1169,Receive Goods,2024-03-19 11:15:40,Warehouse,197
PO-1169,Receive Invoice,2024-03-22 11:33:52,AP Clerk 2,86
PO-1169,Pay,2024-04-04 16:39:30,AP Clerk 2,39
PO-1170,Create PO,2024-01-04 12:42:00,Buyer A,61
PO-1170,Approve,2024-01-04 22:02:49,Manager X,124
PO-1170,Send to Vendor,2024-01-04 23:15:17,System,119
PO-1170,Receive Invoice,2024-01-10 22:52:02,AP Clerk 1,100
PO-1170,Receive Goods,2024-01-15 13:00:21,Warehouse,150
PO-1170,Pay,2024-01-18 02:56:14,AP Clerk 2,172
PO-1171,Create PO,2024-02-20 21:34:39,Buyer B,156
PO-1171,Approve,2024-02-21 15:51:09,Manager X,107
PO-1171,Send to Vendor,2024-02-21 19:34:23,System,198
PO-1171,Receive Invoice,2024-02-29 05:24:01,AP Clerk 2,22
PO-1171,Receive Goods,2024-03-03 04:22:59,Warehouse,38
PO-1171,Pay,2024-03-12 18:53:07,AP Clerk 1,158
PO-1172,Create PO,2024-01-30 22:19:05,Buyer A,172
PO-1172,Approve,2024-01-31 20:40:48,Manager X,194
PO-1172,Send to Vendor,2024-02-01 01:27:15,System,154
PO-1172,Receive Goods,2024-02-07 19:57:02,Warehouse,53
PO-1172,Receive Invoice,2024-02-08 21:35:42,AP Clerk 1,63
PO-1172,Pay,2024-02-10 21:43:12,AP Clerk 1,30
PO-1173,Create PO,2024-02-21 13:30:09,Buyer A,98
PO-1173,Approve,2024-02-22 01:27:48,Manager Y,46
PO-1173,Send to Vendor,2024-02-22 08:21:59,System,141
PO-1173,Receive Goods,2024-02-27 21:24:34,Warehouse,136
PO-1173,Receive Invoice,2024-03-02 00:39:37,AP Clerk 1,52
PO-1173,Pay,2024-03-15 17:00:19,AP Clerk 1,103
PO-1174,Create PO,2024-01-20 12:09:53,Buyer B,88
PO-1174,Approve,2024-01-20 15:00:46,Manager X,69
PO-1174,Send to Vendor,2024-01-20 18:03:46,System,135
PO-1174,Receive Invoice,2024-01-26 13:17:39,AP Clerk 1,126
PO-1174,Receive Goods,2024-01-27 14:20:25,Warehouse,73
PO-1174,Pay,2024-02-08 09:28:28,AP Clerk 1,63
PO-1175,Create PO,2024-01-04 01:30:09,Buyer A,33
PO-1175,Approve,2024-01-04 04:58:18,Manager X,32
PO-1175,Reject,2024-01-04 09:51:29,Manager Y,37
PO-1175,Revise,2024-01-05 06:07:40,Buyer A,33
PO-1175,Approve,2024-01-05 13:41:45,Manager X,20
PO-1175,Send to Vendor,2024-01-05 15:33:12,System,106
PO-1175,Receive Goods,2024-01-14 23:14:45,Warehouse,92
PO-1175,Receive Invoice,2024-01-17 03:05:28,AP Clerk 1,84
PO-1175,Pay,2024-01-19 11:28:08,AP Clerk 2,129
PO-1176,Create PO,2024-02-13 02:10:34,Buyer B,36
PO-1176,Approve,2024-02-14 05:55:04,Manager X,132
PO-1176,Send to Vendor,2024-02-14 12:54:23,System,154
PO-1176,Receive Goods,2024-02-19 08:20:52,Warehouse,55
PO-1176,Receive Invoice,2024-02-23 07:26:01,AP Clerk 1,151
PO-1176,Pay,2024-02-28 18:37:42,AP Clerk 1,72
PO-1177,Create PO,2024-01-23 06:37:22,Buyer B,54
PO-1177,Approve,2024-01-23 18:20:33,Manager Y,137
PO-1177,Send to Vendor,2024-01-24 01:58:43,System,174
PO-1177,Receive Goods,2024-02-01 10:00:50,Warehouse,140
PO-1177,Receive Invoice,2024-02-03 13:10:04,AP Clerk 1,95
PO-1177,Pay,2024-02-08 15:22:33,AP Clerk 2,32
PO-1178,Create PO,2024-02-20 13:28:14,Buyer A,101
PO-1178,Approve,2024-02-20 20:22:01,Manager X,17
PO-1178,Send to Vendor,2024-02-20 23:20:06,System,25
PO-1178,Receive Invoice,2024-02-25 05:16:11,AP Clerk 1,172
PO-1178,Receive Goods,2024-02-28 13:25:03,Warehouse,136
PO-1178,Pay,2024-03-01 04:32:13,AP Clerk 1,89
PO-1179,Create PO,2024-01-05 19:53:50,Buyer B,177
PO-1179,Approve,2024-01-06 15:41:27,Manager Y,153
PO-1179,Send to Vendor,2024-01-06 21:25:46,System,125
PO-1179,Cancel,2024-01-08 14:13:05,Manager X,53
PO-1180,Create PO,2024-01-21 14:49:22,Buyer C,116
PO-1180,Approve,2024-01-22 13:14:36,Manager Y,80
PO-1180,Send to Vendor,2024-01-22 15:21:47,System,16
PO-1180,Receive Goods,2024-01-27 07:16:23,Warehouse,182
PO-1180,Receive Invoice,2024-01-29 02:49:25,AP Clerk 1,39
PO-1180,Pay,2024-02-11 10:18:12,AP Clerk 1,181
PO-1181,Create PO,2024-01-23 23:16:32,Buyer B,91
PO-1181,Approve,2024-01-25 02:03:15,Manager Y,103
PO-1181,Send to Vendor,2024-01-25 08:34:36,System,112
PO-1181,Receive Goods,2024-02-01 10:26:16,Warehouse,38
PO-1181,Receive Invoice,2024-02-05 04:20:36,AP Clerk 2,189
PO-1181,Pay,2024-02-08 06:30:58,AP Clerk 2,127
PO-1182,Create PO,2024-02-11 04:46:59,Buyer B,132
PO-1182,Approve,2024-02-11 19:48:42,Manager X,26
PO-1182,Send to Vendor,2024-02-12 03:16:34,System,194
PO-1182,Receive Goods,2024-02-21 01:09:27,Warehouse,169
PO-1182,Receive Invoice,2024-02-21 14:03:41,AP Clerk 1,69
PO-1182,Pay,2024-03-01 20:23:32,AP Clerk 1,94
PO-1183,Create PO,2024-02-29 14:27:06,Buyer C,164
PO-1183,Approve,2024-03-01 18:05:39,Manager X,189
PO-1183,Send to Vendor,2024-03-02 01:02:07,System,145
PO-1183,Receive Invoice,2024-03-05 01:03:17,AP Clerk 1,144
PO-1183,Receive Goods,2024-03-05 20:49:15,Warehouse,138
PO-1183,Pay,2024-03-07 04:44:35,AP Clerk 1,154
PO-1184,Create PO,2024-03-26 06:04:03,Buyer C,33
PO-1184,Approve,2024-03-27 01:08:18,Manager Y,16
PO-1184,Send to Vendor,2024-03-27 07:53:17,System,56
PO-1184,Receive Goods,2024-04-02 21:20:20,Warehouse,142
PO-1184,Receive Invoice,2024-04-06 20:22:29,AP Clerk 2,106
PO-1184,Pay,2024-04-19 00:13:46,AP Clerk 2,59
PO-1185,Create PO,2024-03-04 23:09:55,Buyer A,21
PO-1185,Approve,2024-03-05 14:57:08,Manager Y,29
PO-1185,Send to Vendor,2024-03-05 17:52:31,System,26
PO-1185,Receive Goods,2024-03-12 09:07:21,Warehouse,108
PO-1185,Receive Invoice,2024-03-13 19:12:14,AP Clerk 1,26
PO-1185,Pay,2024-03-20 03:34:40,AP Clerk 2,149
PO-1186,Create PO,2024-01-26 20:00:39,Buyer B,23
PO-1186,Approve,2024-01-27 04:34:46,Manager Y,186
PO-1186,Send to Vendor,2024-01-27 08:20:17,System,114
PO-1186,Receive Goods,2024-02-04 19:08:06,Warehouse,98
PO-1186,Receive Invoice,2024-02-07 06:45:34,AP Clerk 2,22
PO-1186,Pay,2024-02-21 21:46:11,AP Clerk 1,174
PO-1187,Create PO,2024-03-07 09:37:05,Buyer B,47
PO-1187,Approve,2024-03-07 21:17:07,Manager Y,102
PO-1187,Send to Vendor,2024-03-07 23:18:30,System,53
PO-1187,Receive Goods,2024-03-13 06:44:28,Warehouse,137
PO-1187,Receive Invoice,2024-03-14 06:11:48,AP Clerk 1,147
PO-1187,Pay,2024-03-22 02:37:03,AP Clerk 1,43
PO-1188,Create PO,2024-01-23 12:24:42,Buyer B,196
PO-1188,Approve,2024-01-23 15:43:40,Manager Y,36
PO-1188,Send to Vendor,2024-01-23 18:55:39,System,68
PO-1188,Receive Goods,2024-01-30 22:02:47,Warehouse,71
PO-1188,Receive Invoice,2024-02-03 07:01:14,AP Clerk 2,181
PO-1188,Pay,2024-02-14 11:13:09,AP Clerk 1,64
PO-1189,Create PO,2024-02-16 23:26:24,Buyer C,83
PO-1189,Approve,2024-02-17 22:43:53,Manager X,32
PO-1189,Send to Vendor,2024-02-17 23:52:30,System,115
PO-1189,Receive Goods,2024-02-23 22:21:55,Warehouse,39
PO-1189,Receive Invoice,2024-02-25 19:33:14,AP Clerk 1,175
PO-1189,Pay,2024-02-27 01:02:18,AP Clerk 1,162
PO-1190,Create PO,2024-03-14 00:29:59,Buyer C,116
PO-1190,Approve,2024-03-14 04:33:04,Manager X,199
PO-1190,Send to Vendor,2024-03-14 09:01:46,System,134
PO-1190,Receive Invoice,2024-03-17 03:43:04,AP Clerk 1,132
PO-1190,Receive Goods,2024-03-21 13:16:16,Warehouse,83
PO-1190,Pay,2024-03-31 23:24:44,AP Clerk 2,87
PO-1191,Create PO,2024-02-18 09:19:14,Buyer A,28
PO-1191,Approve,2024-02-18 22:34:23,Manager X,38
PO-1191,Send to Vendor,2024-02-19 02:35:53,System,146
PO-1191,Receive Goods,2024-02-28 04:23:56,Warehouse,43
PO-1191,Receive Invoice,2024-02-29 03:44:08,AP Clerk 2,68
PO-1191,Pay,2024-03-05 17:16:39,AP Clerk 2,62
PO-1192,Create PO,2024-03-10 21:35:18,Buyer C,42
PO-1192,Approve,2024-03-11 06:53:16,Manager Y,119
PO-1192,Send to Vendor,2024-03-11 10:34:18,System,42
PO-1192,Receive Goods,2024-03-17 03:06:47,Warehouse,58
PO-1192,Receive Invoice,2024-03-18 08:41:52,AP Clerk 2,137
PO-1192,Pay,2024-03-30 09:15:56,AP Clerk 2,83
PO-1193,Create PO,2024-01-05 16:19:56,Buyer B,85
PO-1193,Approve,2024-01-06 02:49:49,Manager X,82
PO-1193,Send to Vendor,2024-01-06 05:42:49,System,147
PO-1193,Receive Goods,2024-01-11 19:32:24,Warehouse,31
PO-1193,Receive Invoice,2024-01-13 09:19:00,AP Clerk 1,92
PO-1193,Pay,2024-01-22 14:58:15,AP Clerk 1,105
PO-1194,Create PO,2024-01-13 16:57:54,Buyer B,72
PO-1194,Approve,2024-01-14 18:07:20,Manager Y,92
