SampleIndex,Amplitude,RPM
7362,0.79930,1980.38
7363,0.52313,1980.56
7364,-0.16732,1980.75
7365,-0.19483,1980.94
7366,0.06436,1981.13
7367,0.37740,1981.31
7368,0.68193,1981.50
7369,0.94160,1981.69
7370,1.42731,1981.88
7371,1.57409,1982.06
7372,1.17386,1982.25
7373,0.99706,1982.44
7374,0.76951,1982.63
7375,0.45302,1982.81
7376,0.39923,1983.00
7377,0.80981,1983.19
7378,0.91016,1983.38
7379,1.03304,1983.56
7380,1.02806,1983.75
7381,0.84186,1983.94
7382,0.68317,1984.13
7383,0.20473,1984.31
7384,-0.56772,1984.50
7385,-1.04585,1984.69
7386,-1.09575,1984.88
7387,-1.22081,1985.06
7388,-1.10443,1985.25
7389,-0.79635,1985.44
7390,-0.48993,1985.63
7391,-0.49400,1985.81
7392,-0.19196,1986.00
7393,-0.12284,1986.19
7394,-0.42369,1986.38
7395,-0.59686,1986.56
7396,-0.72946,1986.75
7397,-0.91928,1986.94
7398,-0.79973,1987.13
7399,-0.89832,1987.31
7400,-0.83138,1987.50
7401,-0.30600,1987.69
7402,-0.50142,1987.88
7403,-0.18607,1988.06
7404,-0.44134,1988.25
7405,-0.88097,1988.44
7406,-1.34095,1988.63
7407,-1.44834,1988.81
7408,-1.44800,1989.00
7409,-1.17963,1989.19
7410,-1.15901,1989.38
7411,-0.57567,1989.56
7412,-0.14116,1989.75
7413,0.76950,1989.94
7414,0.84409,1990.13
7415,1.11867,1990.31
7416,0.98325,1990.50
7417,0.94431,1990.69
7418,0.33044,1990.88
7419,0.44169,1991.06
7420,0.36305,1991.25
7421,0.38820,1991.44
7422,0.46475,1991.63
7423,0.49454,1991.81
7424,1.09421,1992.00
7425,0.87715,1992.19
7426,1.04836,1992.38
7427,0.36961,1992.56
7428,0.26778,1992.75
7429,0.08842,1992.94
7430,-0.22598,1993.13
7431,0.07902,1993.31
7432,0.29983,1993.50
7433,0.83926,1993.69
7434,1.25975,1993.88
7435,1.35587,1994.06
7436,1.71845,1994.25
7437,1.54249,1994.44
7438,1.17095,1994.63
7439,1.05115,1994.81
7440,0.40453,1995.00
7441,-0.15103,1995.19
7442,-0.35617,1995.38
7443,-0.55761,1995.56
7444,-0.50242,1995.75
7445,-0.41703,1995.94
7446,-0.26565,1996.13
7447,-0.02483,1996.31
7448,-0.53309,1996.50
7449,-0.61228,1996.69
7450,-1.13870,1996.88
7451,-1.42493,1997.06
7452,-1.05467,1997.25
7453,-1.48380,1997.44
7454,-1.13938,1997.63
7455,-0.61390,1997.81
7456,0.06939,1998.00
7457,0.06153,1998.19
7458,0.17974,1998.38
7459,-0.18626,1998.56
7460,-0.40920,1998.75
7461,-0.71088,1998.94
7462,-1.15904,1999.13
7463,-1.40924,1999.31
7464,-1.50182,1999.50
7465,-1.42988,1999.69
7466,-1.47662,1999.88
7467,-0.62047,2000.06
7468,-0.61237,2000.25
7469,-0.30714,2000.44
7470,-0.45918,2000.63
7471,-0.40897,2000.81
7472,-0.17604,2001.00
7473,-0.38158,2001.19
7474,-0.30372,2001.38
7475,0.19684,2001.56
7476,0.40461,2001.75
7477,0.82330,2001.94
7478,1.37715,2002.13
7479,1.29003,2002.31
7480,1.59151,2002.50
7481,1.09481,2002.69
7482,0.68464,2002.88
7483,0.43622,2003.06
7484,0.08631,2003.25
7485,-0.10400,2003.44
7486,-0.03573,2003.63
7487,0.46575,2003.81
7488,0.52331,2004.00
7489,0.93070,2004.19
7490,1.06135,2004.38
7491,1.40938,2004.56
7492,1.17578,2004.75
7493,0.62155,2004.94
7494,0.46141,2005.13
7495,0.62906,2005.31
7496,0.35702,2005.50
7497,0.57715,2005.69
7498,0.66494,2005.88
7499,1.00729,2006.06
7500,0.86369,2006.25
7501,0.99076,2006.44
7502,0.68673,2006.63
7503,0.37367,2006.81
7504,-0.29021,2007.00
7505,-0.88966,2007.19
7506,-1.12219,2007.38
7507,-1.44386,2007.56
7508,-1.36515,2007.75
7509,-1.22270,2007.94
7510,-0.50385,2008.13
7511,-0.41726,2008.31
7512,-0.21689,2008.50
7513,0.10130,2008.69
7514,-0.10611,2008.88
7515,-0.55504,2009.06
7516,-0.79059,2009.25
7517,-0.86389,2009.44
7518,-0.99705,2009.63
7519,-0.89229,2009.81
7520,-0.75894,2010.00
7521,-0.33592,2010.19
7522,-0.08686,2010.38
7523,-0.21525,2010.56
7524,-0.67172,2010.75
7525,-0.80980,2010.94
7526,-1.34512,2011.13
7527,-1.04619,2011.31
7528,-1.34568,2011.50
7529,-1.44557,2011.69
7530,-0.95956,2011.88
7531,-0.11173,2012.06
7532,0.23392,2012.25
7533,0.69121,2012.44
7534,0.87536,2012.63
7535,0.99477,2012.81
7536,0.99790,2013.00
7537,0.93357,2013.19
7538,0.68094,2013.38
7539,0.38079,2013.56
7540,0.39041,2013.75
7541,0.40969,2013.94
7542,0.71949,2014.13
7543,0.89069,2014.31
7544,0.92406,2014.50
7545,1.13776,2014.69
7546,0.96050,2014.88
7547,0.63666,2015.06
7548,0.33733,2015.25
7549,0.19095,2015.44
7550,-0.00511,2015.63
7551,0.31647,2015.81
7552,0.51145,2016.00
7553,1.07566,2016.19
7554,1.18578,2016.38
7555,1.55357,2016.56
7556,1.64056,2016.75
7557,1.08290,2016.94
7558,1.14684,2017.13
7559,0.38027,2017.31
7560,0.51389,2017.50
7561,-0.30394,2017.69
7562,-0.07999,2017.88
7563,-0.38478,2018.06
7564,-0.28285,2018.25
7565,-0.35538,2018.44
7566,-0.23562,2018.63
7567,-0.32535,2018.81
7568,-0.76186,2019.00
7569,-0.88741,2019.19
7570,-1.25795,2019.38
7571,-1.20129,2019.56
7572,-1.22495,2019.75
7573,-1.03319,2019.94
7574,-0.79859,2020.13
7575,-0.10428,2020.31
7576,0.17667,2020.50
7577,0.14342,2020.69
7578,0.22525,2020.88
7579,-0.17320,2021.06
7580,-0.69172,2021.25
7581,-1.23523,2021.44
7582,-1.30290,2021.63
7583,-1.39818,2021.81
7584,-1.41131,2022.00
7585,-1.02384,2022.19
7586,-0.91240,2022.38
7587,-0.56695,2022.56
7588,-0.22659,2022.75
7589,-0.00423,2022.94
7590,-0.12782,2023.13
7591,-0.31970,2023.31
7592,-0.62445,2023.50
7593,-0.22791,2023.69
7594,-0.07278,2023.88
7595,0.44220,2024.06
7596,0.77721,2024.25
7597,1.34755,2024.44
7598,1.49047,2024.63
7599,1.41587,2024.81
7600,1.21493,2025.00
7601,0.96556,2025.19
7602,0.78893,2025.38
7603,-0.07004,2025.56
7604,-0.11309,2025.75
7605,-0.20928,2025.94
7606,0.22556,2026.13
7607,0.75666,2026.31
7608,0.65429,2026.50
7609,1.18583,2026.69
7610,1.17632,2026.88
7611,1.50404,2027.06
7612,0.78133,2027.25
7613,0.65528,2027.44
7614,0.28253,2027.63
7615,0.25103,2027.81
7616,0.37037,2028.00
7617,0.77144,2028.19
7618,0.99254,2028.38
7619,0.98380,2028.56
7620,1.06532,2028.75
7621,0.99359,2028.94
7622,-0.10948,2029.13
7623,-0.64466,2029.31
7624,-1.09604,2029.50
7625,-1.19152,2029.69
7626,-1.59090,2029.88
7627,-1.43896,2030.06
7628,-1.07722,2030.25
7629,-0.52927,2030.44
7630,-0.29282,2030.63
7631,-0.14265,2030.81
7632,-0.13042,2031.00
7633,-0.38363,2031.19
7634,-0.57170,2031.38
7635,-0.86423,2031.56
7636,-0.93602,2031.75
7637,-1.04896,2031.94
7638,-0.68754,2032.13
7639,-0.65149,2032.31
7640,-0.58668,2032.50
7641,-0.25315,2032.69
7642,-0.34867,2032.88
7643,-0.49991,2033.06
7644,-0.84685,2033.25
7645,-1.10875,2033.44
7646,-1.39723,2033.63
7647,-1.60786,2033.81
7648,-1.42755,2034.00
7649,-0.99598,2034.19
7650,-0.23623,2034.38
7651,-0.09239,2034.56
7652,0.88332,2034.75
7653,0.92086,2034.94
7654,0.78922,2035.13
7655,0.90985,2035.31
7656,0.60192,2035.50
7657,0.19842,2035.69
7658,0.42160,2035.88
7659,0.14979,2036.06
7660,0.58301,2036.25
7661,0.61503,2036.44
7662,0.65500,2036.63
7663,0.77148,2036.81
7664,1.05808,2037.00
7665,0.88053,2037.19
7666,0.43920,2037.38
7667,0.06065,2037.56
7668,0.31524,2037.75
7669,0.17135,2037.94
7670,0.45217,2038.13
7671,0.74799,2038.31
7672,0.97891,2038.50
7673,1.54464,2038.69
7674,1.34093,2038.88
7675,1.66846,2039.06
7676,1.18413,2039.25
7677,0.66986,2039.44
7678,0.21389,2039.63
7679,-0.16765,2039.81
7680,-0.54896,2040.00
7681,-0.38012,2040.19
7682,-0.07774,2040.38
7683,-0.25613,2040.56
7684,-0.39863,2040.75
7685,-0.27985,2040.94
7686,-0.51572,2041.13
7687,-0.65147,2041.31
7688,-1.15649,2041.50
7689,-1.49491,2041.69
7690,-1.36965,2041.88
7691,-1.42420,2042.06
7692,-0.60108,2042.25
7693,-0.17255,2042.44
7694,-0.39039,2042.63
7695,0.02320,2042.81
7696,0.20933,2043.00
7697,-0.21850,2043.19
7698,-0.45246,2043.38
7699,-1.14149,2043.56
7700,-1.47465,2043.75
7701,-1.44408,2043.94
7702,-1.52188,2044.13
7703,-0.84020,2044.31
7704,-0.75937,2044.50
7705,-0.30081,2044.69
7706,-0.42576,2044.88
7707,-0.27518,2045.06
7708,-0.34709,2045.25
7709,-0.53624,2045.44
7710,-0.35596,2045.63
7711,-0.08264,2045.81
7712,-0.15671,2046.00
7713,0.46990,2046.19
7714,0.91301,2046.38
7715,1.29360,2046.56
7716,1.69159,2046.75
7717,1.62637,2046.94
7718,1.24359,2047.13
7719,1.00498,2047.31
7720,0.45164,2047.50
7721,0.11749,2047.69
7722,-0.23599,2047.88
7723,-0.26968,2048.06
7724,0.20846,2048.25
7725,0.63508,2048.44
7726,1.03309,2048.63
7727,1.47049,2048.81
7728,1.13848,2049.00
7729,1.08747,2049.19
7730,0.82049,2049.38
7731,0.82488,2049.56
7732,0.76137,2049.75
7733,0.50083,2049.94
7734,0.65987,2050.13
7735,0.77717,2050.31
7736,1.13129,2050.50
7737,0.97379,2050.69
7738,0.89617,2050.88
7739,0.42538,2051.06
7740,0.04898,2051.25
7741,-0.30071,2051.44
7742,-0.97718,2051.63
7743,-1.38592,2051.81
7744,-1.71653,2052.00
7745,-1.73978,2052.19
7746,-0.97600,2052.38
7747,-0.46956,2052.56
7748,-0.24911,2052.75
7749,-0.04538,2052.94
7750,-0.24011,2053.13
7751,-0.95431,2053.31
7752,-0.87321,2053.50
7753,-0.95893,2053.69
7754,-0.91049,2053.88
7755,-1.02214,2054.06
7756,-0.36015,2054.25
7757,-0.68156,2054.44
7758,-0.44128,2054.63
7759,-0.30118,2054.81
7760,-0.70925,2055.00
7761,-0.84818,2055.19
7762,-1.17348,2055.38
7763,-1.32561,2055.56
7764,-1.59014,2055.75
7765,-1.29608,2055.94
7766,-1.03673,2056.13
7767,-0.51927,2056.31
7768,0.17710,2056.50
7769,0.33559,2056.69
7770,1.06201,2056.88
7771,0.97660,2057.06
7772,0.90485,2057.25
7773,0.53773,2057.44
7774,0.48002,2057.63
7775,0.48183,2057.81
7776,0.48282,2058.00
7777,0.68009,2058.19
7778,0.43020,2058.38
7779,1.18993,2058.56
7780,0.95254,2058.75
7781,0.97789,2058.94
7782,0.69337,2059.13
7783,0.29703,2059.31
7784,0.21480,2059.50
7785,-0.15011,2059.69
7786,-0.23561,2059.88
7787,0.18626,2060.06
7788,0.65403,2060.25
7789,1.18359,2060.44
7790,1.61092,2060.63
7791,1.26975,2060.81
7792,1.69614,2061.00
7793,1.12793,2061.19
7794,0.76836,2061.38
7795,-0.28297,2061.56
7796,-0.27890,2061.75
7797,-0.24661,2061.94
7798,-0.45759,2062.13
7799,-0.42359,2062.31
7800,0.09875,2062.50
7801,-0.16784,2062.69
7802,-0.58684,2062.88
7803,-0.34660,2063.06
7804,-0.55778,2063.25
7805,-1.32519,2063.44
7806,-1.34597,2063.63
7807,-1.49546,2063.81
7808,-0.99803,2064.00
7809,-0.82806,2064.19
7810,-0.38469,2064.38
7811,-0.22231,2064.56
7812,0.22954,2064.75
7813,-0.10625,2064.94
7814,-0.22812,2065.13
7815,-0.69532,2065.31
7816,-1.13259,2065.50
7817,-1.37280,2065.69
7818,-1.38163,2065.88
7819,-1.39178,2066.06
7820,-1.33704,2066.25
7821,-0.82497,2066.44
7822,-0.48524,2066.63
7823,0.00462,2066.81
7824,-0.18774,2067.00
7825,-0.17997,2067.19
7826,-0.50783,2067.38
7827,-0.41132,2067.56
7828,-0.16463,2067.75
7829,-0.24298,2067.94
7830,0.65534,2068.13
7831,1.02937,2068.31
7832,1.46136,2068.50
7833,1.63855,2068.69
7834,1.40186,2068.88
7835,1.17116,2069.06
7836,1.07621,2069.25
7837,0.17488,2069.44
7838,-0.17918,2069.63
7839,0.05737,2069.81
7840,-0.08118,2070.00
7841,0.10926,2070.19
7842,0.94813,2070.38
7843,1.04702,2070.56
7844,0.94573,2070.75
7845,1.26278,2070.94
7846,1.06758,2071.13
7847,0.80147,2071.31
7848,0.72993,2071.50
7849,0.56539,2071.69
7850,0.38506,2071.88
7851,0.57832,2072.06
7852,0.81745,2072.25
7853,0.92657,2072.44
7854,0.88345,2072.63
7855,0.81349,2072.81
7856,0.56833,2073.00
7857,-0.27007,2073.19
7858,-1.05414,2073.38
7859,-1.40243,2073.56
7860,-1.38024,2073.75
7861,-1.51998,2073.94
7862,-1.15309,2074.13
7863,-0.63991,2074.31
7864,-0.38113,2074.50
7865,-0.21069,2074.69
7866,-0.24297,2074.88
7867,-0.30399,2075.06
7868,-0.51356,2075.25
7869,-1.04546,2075.44
7870,-0.91590,2075.63
7871,-0.88899,2075.81
7872,-0.94926,2076.00
7873,-0.50132,2076.19
7874,-0.22856,2076.38
7875,-0.08365,2076.56
7876,-0.40670,2076.75
7877,-0.92423,2076.94
7878,-1.00608,2077.13
7879,-1.24439,2077.31
7880,-1.79823,2077.50
7881,-1.12318,2077.69
7882,-0.98558,2077.88
7883,-0.66819,2078.06
7884,0.06135,2078.25
7885,0.83047,2078.44
7886,1.01508,2078.63
7887,1.21274,2078.81
7888,1.00400,2079.00
7889,0.37747,2079.19
7890,0.57370,2079.38
7891,0.56044,2079.56
7892,0.24787,2079.75
7893,0.75678,2079.94
7894,0.92937,2080.13
7895,0.96625,2080.31
7896,0.92851,2080.50
7897,0.93173,2080.69
7898,0.59318,2080.88
7899,0.44570,2081.06
7900,0.02285,2081.25
7901,-0.33012,2081.44
7902,0.18155,2081.63
7903,0.27005,2081.81
7904,0.82312,2082.00
7905,1.43699,2082.19
7906,1.50110,2082.38
7907,1.83102,2082.56
7908,1.21238,2082.75
7909,1.16609,2082.94
7910,0.93946,2083.13
7911,0.24551,2083.31
7912,-0.29329,2083.50
7913,-0.49542,2083.69
7914,-0.59614,2083.88
7915,-0.31395,2084.06
7916,-0.29974,2084.25
7917,-0.27895,2084.44
7918,-0.15693,2084.63
7919,-0.74647,2084.81
7920,-0.96295,2085.00
7921,-1.06864,2085.19
7922,-1.25600,2085.38
7923,-1.08786,2085.56
7924,-0.80625,2085.75
7925,-0.72653,2085.94
7926,-0.05474,2086.13
7927,0.37967,2086.31
7928,0.36179,2086.50
7929,-0.11267,2086.69
7930,-0.23637,2086.88
7931,-0.67220,2087.06
7932,-1.19284,2087.25
7933,-1.55312,2087.44
7934,-1.34821,2087.63
7935,-1.34471,2087.81
7936,-0.82990,2088.00
7937,-0.53299,2088.19
7938,-0.18506,2088.38
7939,-0.29072,2088.56
7940,-0.02572,2088.75
7941,-0.10608,2088.94
7942,-0.22730,2089.13
7943,-0.19828,2089.31
7944,-0.06544,2089.50
7945,0.33333,2089.69
7946,0.92070,2089.88
7947,1.14708,2090.06
7948,1.57123,2090.25
7949,1.51371,2090.44
7950,1.05898,2090.63
7951,0.87395,2090.81
7952,0.28374,2091.00
7953,0.29024,2091.19
7954,-0.02901,2091.38
7955,-0.23084,2091.56
7956,0.13282,2091.75
7957,0.83491,2091.94
7958,0.99677,2092.13
7959,1.08163,2092.31
7960,0.78469,2092.50
7961,1.00357,2092.69
7962,0.97031,2092.88
7963,0.81186,2093.06
7964,0.45461,2093.25
7965,0.56488,2093.44
7966,0.74499,2093.63
7967,0.87197,2093.81
7968,0.99629,2094.00
7969,1.34623,2094.19
7970,0.79511,2094.38
7971,0.31826,2094.56
7972,-0.41060,2094.75
7973,-0.95831,2094.94
7974,-1.31950,2095.13
7975,-1.74906,2095.31
7976,-1.24574,2095.50
7977,-1.00851,2095.69
7978,-0.65556,2095.88
7979,-0.04943,2096.06
7980,-0.15245,2096.25
7981,-0.46111,2096.44
7982,-0.11286,2096.63
7983,-0.74869,2096.81
7984,-0.79932,2097.00
7985,-0.81652,2097.19
7986,-0.95273,2097.38
7987,-0.89137,2097.56
7988,-0.12760,2097.75
7989,-0.23222,2097.94
7990,-0.38770,2098.13
7991,-0.32912,2098.31
7992,-0.46064,2098.50
7993,-1.23186,2098.69
7994,-1.40016,2098.88
7995,-1.47198,2099.06
7996,-1.70078,2099.25
7997,-0.93537,2099.44
7998,-0.43720,2099.63
7999,0.12976,2099.81
8000,0.66331,2100.00
8001,0.83212,2100.19
8002,0.94567,2100.38
8003,0.96187,2100.56
8004,0.66977,2100.75
8005,0.69277,2100.94
8006,0.16027,2101.13
8007,0.34332,2101.31
8008,0.55962,2101.50
8009,0.62937,2101.69
8010,1.10109,2101.88
8011,1.08892,2102.06
8012,0.90373,2102.25
8013,0.62004,2102.44
8014,0.08229,2102.63
8015,-0.09660,2102.81
8016,-0.18821,2103.00
8017,0.06834,2103.19
8018,0.55940,2103.38
8019,1.00622,2103.56
8020,1.49373,2103.75
8021,1.65355,2103.94
8022,1.45709,2104.13
8023,1.60946,2104.31
8024,1.04403,2104.50
8025,0.41833,2104.69
8026,0.21163,2104.88
8027,-0.63295,2105.06
8028,-0.55958,2105.25
8029,-0.15691,2105.44
8030,-0.29318,2105.63
8031,-0.21192,2105.81
8032,-0.54621,2106.00
8033,-0.35566,2106.19
8034,-0.66340,2106.38
8035,-1.21481,2106.56
8036,-1.41225,2106.75
8037,-1.31028,2106.94
8038,-1.22867,2107.13
8039,-0.75287,2107.31
8040,-0.26294,2107.50
8041,-0.13491,2107.69
8042,0.11782,2107.88
8043,-0.05580,2108.06
8044,-0.10267,2108.25
8045,-0.42740,2108.44
8046,-0.95593,2108.63
8047,-1.40405,2108.81
8048,-1.81395,2109.00
8049,-1.40158,2109.19
8050,-1.25830,2109.38
8051,-0.96227,2109.56
8052,-0.33475,2109.75
8053,-0.34852,2109.94
8054,-0.33719,2110.13
8055,-0.52870,2110.31
8056,-0.36876,2110.50
8057,-0.29593,2110.69
8058,-0.03064,2110.88
8059,0.12602,2111.06
8060,0.74679,2111.25
8061,1.07903,2111.44
8062,1.14079,2111.63
8063,1.95380,2111.81
8064,1.24423,2112.00
8065,0.85322,2112.19
8066,0.35852,2112.38
8067,0.04790,2112.56
8068,-0.27835,2112.75
8069,-0.23256,2112.94
8070,0.01522,2113.13
8071,0.32658,2113.31
8072,0.93304,2113.50
8073,1.17687,2113.69
8074,1.13230,2113.88
8075,1.05173,2114.06
8076,0.86831,2114.25
8077,0.63493,2114.44
8078,0.72021,2114.63
8079,0.45461,2114.81
8080,0.85195,2115.00
8081,0.93498,2115.19
8082,0.93974,2115.38
8083,1.15020,2115.56
8084,0.80961,2115.75
8085,0.49721,2115.94
8086,-0.18271,2116.13
8087,-0.98985,2116.31
8088,-1.31205,2116.50
8089,-1.37596,2116.69
8090,-1.16885,2116.88
8091,-0.98624,2117.06
8092,-0.79393,2117.25
8093,-0.45093,2117.44
8094,-0.14733,2117.63
8095,-0.27954,2117.81
8096,-0.44966,2118.00
8097,-0.85210,2118.19
8098,-1.15366,2118.38
8099,-1.07752,2118.56
8100,-1.15051,2118.75
8101,-0.86346,2118.94
8102,-0.58392,2119.13
8103,-0.56402,2119.31
8104,-0.49517,2119.50
8105,-0.82950,2119.69
8106,-0.73037,2119.88
8107,-1.01350,2120.06
8108,-1.30789,2120.25
8109,-1.62464,2120.44
8110,-1.45941,2120.63
8111,-1.06416,2120.81
8112,-0.42434,2121.00
8113,0.47498,2121.19
8114,0.45715,2121.38
8115,1.12653,2121.56
8116,0.75941,2121.75
8117,0.69761,2121.94
8118,0.45945,2122.13
8119,0.47007,2122.31
8120,0.32189,2122.50
8121,0.12610,2122.69
8122,0.69415,2122.88
8123,0.87100,2123.06
8124,1.18997,2123.25
8125,0.97609,2123.44
8126,0.87689,2123.63
8127,0.59295,2123.81
8128,0.38393,2124.00
8129,0.06928,2124.19
8130,0.13653,2124.38
8131,0.23304,2124.56
8132,0.63673,2124.75
8133,1.31572,2124.94
8134,1.50018,2125.13
8135,1.63591,2125.31
8136,1.52272,2125.50
8137,1.14157,2125.69
8138,0.51549,2125.88
8139,0.06005,2126.06
8140,-0.25689,2126.25
8141,-0.39807,2126.44
8142,-0.46676,2126.63
8143,-0.15521,2126.81
8144,-0.53985,2127.00
8145,-0.15039,2127.19
8146,-0.49806,2127.38
8147,-0.46988,2127.56
8148,-0.87294,2127.75
8149,-1.14925,2127.94
8150,-1.36359,2128.13
8151,-1.16447,2128.31
8152,-0.80570,2128.50
8153,-0.65546,2128.69
8154,0.05516,2128.88
8155,0.18929,2129.06
8156,0.37577,2129.25
8157,-0.10953,2129.44
8158,-0.70692,2129.63
8159,-1.14796,2129.81
8160,-1.19349,2130.00
8161,-1.55894,2130.19
8162,-1.37017,2130.38
8163,-1.30082,2130.56
8164,-0.87831,2130.75
8165,-0.32691,2130.94
8166,-0.26141,2131.13
8167,-0.13029,2131.31
8168,-0.24337,2131.50
8169,-0.56346,2131.69
8170,-0.28029,2131.88
8171,-0.17438,2132.06
8172,0.34256,2132.25
8173,0.44094,2132.44
8174,1.29354,2132.63
8175,1.46539,2132.81
8176,1.35303,2133.00
8177,1.48334,2133.19
8178,0.86476,2133.38
8179,0.54291,2133.56
8180,0.08483,2133.75
8181,0.12090,2133.94
8182,-0.09136,2134.13
8183,0.44557,2134.31
8184,0.57125,2134.50
8185,1.00098,2134.69
8186,1.32789,2134.88
8187,1.36221,2135.06
8188,1.34364,2135.25
8189,1.10319,2135.44
8190,0.40833,2135.63
8191,0.56913,2135.81
8192,0.47415,2136.00
8193,0.91931,2136.19
8194,0.98788,2136.38
8195,1.22926,2136.56
8196,0.81210,2136.75
8197,0.83816,2136.94
8198,0.38942,2137.13
8199,-0.17944,2137.31
8200,-0.82244,2137.50
8201,-1.39325,2137.69
8202,-1.32557,2137.88
8203,-1.55178,2138.06
8204,-0.93646,2138.25
8205,-0.28403,2138.44
8206,-0.08938,2138.63
8207,-0.49118,2138.81
8208,-0.24477,2139.00
8209,-0.54996,2139.19
8210,-0.59631,2139.38
8211,-0.77070,2139.56
8212,-0.75088,2139.75
8213,-1.01228,2139.94
8214,-0.69865,2140.13
8215,-0.48245,2140.31
8216,-0.38527,2140.50
8217,-0.41213,2140.69
8218,-0.49821,2140.88
8219,-0.76827,2141.06
8220,-1.31768,2141.25
8221,-1.61198,2141.44
8222,-1.43212,2141.63
8223,-1.12775,2141.81
8224,-0.56965,2142.00
8225,-0.08313,2142.19
8226,0.83170,2142.38
8227,0.79079,2142.56
8228,1.04914,2142.75
8229,0.85731,2142.94
8230,0.73114,2143.13
8231,0.37462,2143.31
8232,0.34096,2143.50
8233,0.50145,2143.69
8234,0.74452,2143.88
8235,0.73923,2144.06
8236,0.88417,2144.25
8237,1.25317,2144.44
8238,0.84653,2144.63
8239,0.56259,2144.81
8240,0.26644,2145.00
8241,-0.22296,2145.19
8242,0.00630,2145.38
8243,-0.03831,2145.56
8244,0.36424,2145.75
8245,0.91180,2145.94
8246,1.32099,2146.13
8247,1.85055,2146.31
8248,1.46432,2146.50
8249,1.26393,2146.69
8250,1.05405,2146.88
8251,0.32487,2147.06
8252,-0.12355,2147.25
8253,-0.56978,2147.44
8254,-0.43919,2147.63
8255,-0.33189,2147.81
8256,-0.04467,2148.00
8257,-0.08755,2148.19
8258,-0.27084,2148.38
8259,-0.66894,2148.56
8260,-0.80464,2148.75
8261,-1.10388,2148.94
8262,-1.11672,2149.13
8263,-1.27358,2149.31
8264,-0.99921,2149.50
8265,-0.39852,2149.69
8266,-0.24720,2149.88
8267,0.34289,2150.06
8268,0.43094,2150.25
8269,-0.23479,2150.44
8270,-0.21653,2150.63
8271,-0.93789,2150.81
8272,-1.17876,2151.00
8273,-1.64345,2151.19
8274,-1.34851,2151.38
8275,-1.28765,2151.56
8276,-1.01611,2151.75
8277,-0.57609,2151.94
8278,-0.27999,2152.13
8279,-0.18875,2152.31
8280,-0.46158,2152.50
8281,-0.45251,2152.69
8282,-0.26160,2152.88
8283,-0.29191,2153.06
8284,0.15252,2153.25
8285,0.51025,2153.44
8286,0.90715,2153.63
8287,1.42930,2153.81
8288,1.58138,2154.00
8289,1.54922,2154.19
8290,0.93282,2154.38
8291,0.73728,2154.56
8292,0.28110,2154.75
8293,-0.06646,2154.94
8294,-0.08972,2155.13
8295,0.09887,2155.31
8296,0.52056,2155.50
8297,0.82079,2155.69
8298,1.18921,2155.88
8299,1.43198,2156.06
8300,1.05315,2156.25
8301,0.88418,2156.44
8302,0.61263,2156.63
8303,0.62551,2156.81
8304,0.53768,2157.00
8305,0.78858,2157.19
8306,0.96614,2157.38
8307,1.22036,2157.56
8308,0.95428,2157.75
8309,0.61908,2157.94
8310,0.18591,2158.13
8311,-0.48064,2158.31
8312,-1.16052,2158.50
8313,-1.16857,2158.69
8314,-1.44459,2158.88
8315,-1.12542,2159.06
8316,-0.48064,2159.25
8317,-0.55545,2159.44
8318,-0.00041,2159.63
8319,0.04139,2159.81
8320,-0.08726,2160.00
8321,-0.43573,2160.19
8322,-0.78061,2160.38
8323,-1.18303,2160.56
8324,-0.88379,2160.75
8325,-0.79603,2160.94
8326,-0.98407,2161.13
8327,-0.43236,2161.31
8328,-0.13231,2161.50
8329,-0.33088,2161.69
8330,-0.48812,2161.88
8331,-1.25271,2162.06
8332,-1.54161,2162.25
8333,-1.52936,2162.44
8334,-1.57427,2162.63
8335,-1.08863,2162.81
8336,-0.55637,2163.00
8337,0.16588,2163.19
8338,0.86570,2163.38
8339,1.11971,2163.56
8340,1.20509,2163.75
8341,0.65483,2163.94
8342,0.41214,2164.13
8343,0.30471,2164.31
8344,0.14701,2164.50
8345,0.68629,2164.69
8346,0.77616,2164.88
8347,0.71437,2165.06
8348,1.25000,2165.25
8349,1.06908,2165.44
8350,0.94743,2165.63
8351,0.50527,2165.81
8352,0.03498,2166.00
8353,0.08407,2166.19
8354,-0.25258,2166.38
8355,0.83926,2166.56
8356,0.84907,2166.75
8357,1.17116,2166.94
8358,1.70305,2167.13
8359,1.78773,2167.31
8360,1.32750,2167.50
8361,1.02210,2167.69
8362,0.26129,2167.88
8363,0.15119,2168.06
8364,-0.27179,2168.25
8365,-0.78538,2168.44
8366,-0.40250,2168.63
8367,-0.12080,2168.81
8368,-0.29821,2169.00
8369,-0.28388,2169.19
8370,-0.53285,2169.38
8371,-1.02079,2169.56
8372,-1.08445,2169.75
8373,-1.35488,2169.94
8374,-1.24563,2170.13
8375,-1.11495,2170.31
8376,-0.58720,2170.50
8377,-0.22902,2170.69
8378,0.13527,2170.88
8379,0.03927,2171.06
8380,0.06842,2171.25
8381,-0.49417,2171.44
8382,-0.86800,2171.63
8383,-1.25194,2171.81
8384,-1.41148,2172.00
8385,-1.55979,2172.19
8386,-1.19616,2172.38
8387,-0.69117,2172.56
8388,-0.56674,2172.75
8389,-0.49806,2172.94
8390,0.09720,2173.13
8391,-0.20295,2173.31
8392,-0.59529,2173.50
8393,-0.64358,2173.69
8394,-0.24763,2173.88
