Id,Group,Value
3218,A,38.258
3219,A,31.790
3220,A,44.450
3221,A,26.453
3222,A,29.115
3223,A,24.727
3224,A,39.822
3225,A,39.291
3226,A,46.588
3227,A,35.932
3228,A,34.031
3229,A,28.507
3230,A,27.742
3231,A,27.326
3232,A,42.382
3233,A,23.103
3234,A,33.896
3235,A,43.730
3236,A,34.508
3237,A,36.454
3238,A,55.024
3239,A,38.741
3240,A,35.966
3241,A,44.673
3242,A,47.177
3243,A,39.522
3244,A,39.820
3245,A,26.887
3246,A,35.414
3247,A,55.818
3248,A,26.434
3249,A,47.725
3250,A,23.409
3251,A,33.427
3252,A,36.308
3253,A,41.252
3254,A,37.133
3255,A,38.964
3256,A,39.736
3257,A,29.525
3258,A,46.090
3259,A,42.056
3260,A,42.611
3261,A,40.101
3262,A,44.730
3263,A,15.546
3264,A,36.086
3265,A,22.696
3266,A,32.485
3267,A,29.324
3268,A,42.884
3269,A,31.776
3270,A,42.758
3271,A,37.001
3272,A,35.362
3273,A,31.512
3274,A,40.469
3275,A,41.092
3276,A,29.793
3277,A,26.578
3278,A,43.907
3279,A,35.275
3280,A,37.730
3281,A,48.687
3282,A,39.834
3283,A,31.587
3284,A,32.775
3285,A,37.377
3286,A,34.931
3287,A,45.371
3288,A,35.105
3289,A,35.490
3290,A,26.034
3291,A,46.994
3292,A,43.224
3293,A,23.917
3294,A,40.163
3295,A,34.990
3296,A,34.564
3297,A,32.071
3298,A,38.400
3299,A,28.628
3300,A,50.049
3301,A,26.639
3302,A,38.522
3303,A,21.241
3304,A,35.384
3305,A,28.895
3306,A,30.353
3307,A,26.713
3308,A,45.974
3309,A,46.714
3310,A,47.316
3311,A,36.945
3312,A,28.312
3313,A,31.805
3314,A,44.013
3315,A,14.304
3316,A,29.840
3317,A,34.999
3318,A,40.637
3319,A,42.689
3320,A,35.352
3321,A,44.045
3322,A,25.995
3323,A,51.495
3324,A,43.121
3325,A,33.609
3326,A,31.342
3327,A,33.540
3328,A,22.500
3329,A,16.188
3330,A,26.930
3331,A,32.011
3332,A,35.021
3333,A,33.991
3334,A,40.499
3335,A,33.354
3336,A,31.946
3337,A,49.747
3338,A,55.984
3339,A,32.838
3340,A,30.906
3341,A,35.415
3342,A,27.996
3343,A,22.425
3344,A,27.634
3345,A,43.601
3346,A,43.332
3347,A,35.627
3348,A,40.953
3349,A,24.330
3350,A,29.881
3351,A,22.344
3352,A,40.608
3353,A,33.189
3354,A,27.612
3355,A,41.179
3356,A,38.075
3357,A,6.219
3358,A,17.653
3359,A,35.364
3360,A,29.773
3361,A,33.876
3362,A,38.085
3363,A,25.675
3364,A,38.184
3365,A,41.287
3366,A,38.672
3367,A,32.755
3368,A,19.422
3369,A,47.857
3370,A,32.760
3371,A,37.837
3372,A,21.890
3373,A,40.381
3374,A,49.005
3375,A,37.503
3376,A,40.087
3377,A,28.813
3378,A,42.773
3379,A,31.120
3380,A,31.313
3381,A,31.202
3382,A,35.453
3383,A,37.148
3384,A,20.556
3385,A,36.730
3386,A,57.345
3387,A,41.045
3388,A,35.083
3389,A,24.592
3390,A,32.391
3391,A,27.714
3392,A,45.935
3393,A,28.501
3394,A,35.851
3395,A,46.647
3396,A,42.566
3397,A,46.765
3398,A,32.182
3399,A,40.776
3400,A,33.424
3401,A,31.642
3402,A,31.479
3403,A,31.615
3404,A,30.913
3405,A,29.691
3406,A,30.279
3407,A,34.546
3408,A,32.504
3409,A,37.577
3410,A,32.252
3411,A,18.779
3412,A,43.099
3413,A,35.846
3414,A,38.515
3415,A,36.863
3416,A,31.385
3417,A,34.174
3418,A,32.078
3419,A,26.893
3420,A,33.061
3421,A,26.973
3422,A,32.981
3423,A,36.375
3424,A,38.043
3425,A,44.272
3426,A,31.976
3427,A,40.026
3428,A,37.441
3429,A,24.636
3430,A,38.324
3431,A,41.912
3432,A,36.118
3433,A,37.027
3434,A,39.007
3435,A,37.386
3436,A,36.033
3437,A,39.884
3438,A,40.501
3439,A,28.395
3440,A,24.024
3441,A,31.315
3442,A,39.005
3443,A,49.987
3444,A,23.235
3445,A,37.878
3446,A,26.047
3447,A,39.370
3448,A,26.903
3449,A,24.419
3450,A,36.901
3451,A,34.836
3452,A,24.272
3453,A,24.016
3454,A,30.008
3455,A,37.601
3456,A,43.517
3457,A,34.388
3458,A,38.319
3459,A,34.282
3460,A,28.522
3461,A,38.091
3462,A,35.589
3463,A,28.099
3464,A,28.097
3465,A,57.793
3466,A,29.651
3467,A,39.486
3468,A,37.685
3469,A,45.227
3470,A,32.819
3471,A,33.737
3472,A,38.529
3473,A,47.075
3474,A,40.017
3475,A,52.091
3476,A,32.171
3477,A,55.202
3478,A,40.659
3479,A,37.064
3480,A,46.248
3481,A,47.364
3482,A,26.892
3483,A,20.808
3484,A,20.499
3485,A,45.606
3486,A,34.336
3487,A,27.507
3488,A,29.945
3489,A,24.047
3490,A,32.209
3491,A,25.499
3492,A,29.756
3493,A,50.539
3494,A,34.077
3495,A,33.676
3496,A,33.487
3497,A,17.575
3498,A,36.517
3499,A,39.838
3500,A,31.816
3501,A,31.058
3502,A,12.820
3503,A,26.087
3504,A,32.888
3505,A,39.449
3506,A,29.738
3507,A,30.425
3508,A,43.624
3509,A,33.260
3510,A,33.689
3511,A,37.787
3512,A,35.154
3513,A,35.271
3514,A,30.661
3515,A,22.699
3516,A,33.942
3517,A,44.992
3518,A,27.020
3519,A,24.236
3520,A,28.165
3521,A,47.006
3522,A,38.104
3523,A,45.810
3524,A,28.136
3525,A,24.738
3526,A,41.697
3527,A,33.496
3528,A,36.845
3529,A,44.058
3530,A,38.282
3531,A,26.739
3532,A,43.695
3533,A,39.764
3534,A,31.211
3535,A,48.297
3536,A,38.796
3537,A,42.012
3538,A,42.504
3539,A,29.166
3540,A,34.140
3541,A,34.947
3542,A,43.427
3543,A,16.758
3544,A,35.768
3545,A,33.961
3546,A,33.360
3547,A,29.803
3548,A,35.555
3549,A,40.562
3550,A,33.399
3551,A,28.606
3552,A,38.249
3553,A,42.872
3554,A,38.556
3555,A,45.311
3556,A,43.550
3557,A,28.175
3558,A,33.763
3559,A,36.968
3560,A,31.283
3561,A,26.261
3562,A,42.386
3563,A,36.920
3564,A,37.248
3565,A,41.711
3566,A,31.980
3567,A,34.124
3568,A,40.122
3569,A,38.936
3570,A,19.428
3571,A,32.658
3572,A,38.389
3573,A,30.060
3574,A,45.232
3575,A,40.221
3576,A,29.323
3577,A,41.126
3578,A,42.228
3579,A,35.138
3580,A,37.376
3581,A,38.194
3582,A,33.210
3583,A,37.365
3584,A,38.811
3585,A,43.914
3586,A,38.151
3587,A,36.449
3588,A,25.523
3589,A,42.032
3590,A,20.607
3591,A,15.421
3592,A,49.245
3593,A,37.942
3594,A,31.158
3595,A,23.973
3596,A,31.152
3597,A,34.548
3598,A,25.743
3599,A,41.566
3600,A,40.263
3601,A,24.143
3602,A,30.145
3603,A,38.305
3604,A,39.128
3605,A,38.428
3606,A,55.585
3607,A,45.730
3608,A,38.628
3609,A,32.810
3610,A,32.292
3611,A,36.900
3612,A,34.855
3613,A,26.474
3614,A,36.038
3615,A,29.807
3616,A,42.093
3617,A,23.900
3618,A,38.996
3619,A,28.923
3620,A,29.547
3621,A,36.749
3622,A,42.023
3623,A,24.742
3624,A,28.832
3625,A,36.274
3626,A,24.332
3627,A,23.078
3628,A,35.905
3629,A,30.525
3630,A,39.771
3631,A,29.975
3632,A,45.305
3633,A,39.176
3634,A,35.087
3635,A,56.117
3636,A,45.249
3637,A,20.563
3638,A,43.176
3639,A,38.869
3640,A,36.331
3641,A,41.273
3642,A,33.566
3643,A,24.530
3644,A,35.215
3645,A,46.188
3646,A,23.657
3647,A,22.823
3648,A,22.122
3649,A,40.153
3650,A,45.297
3651,A,35.082
3652,A,43.020
3653,A,13.597
3654,A,37.140
3655,A,20.819
3656,A,37.510
3657,A,36.322
3658,A,33.219
3659,A,52.209
3660,A,34.560
3661,A,41.983
3662,A,33.728
3663,A,23.941
3664,A,31.223
3665,A,26.195
3666,A,50.476
3667,A,30.970
3668,A,39.357
3669,A,22.682
3670,A,30.532
3671,A,31.300
3672,A,28.303
3673,A,40.732
3674,A,36.303
3675,A,32.716
3676,A,46.595
3677,A,39.508
3678,A,29.016
3679,A,36.712
3680,A,30.907
3681,A,27.109
3682,A,38.719
3683,A,18.004
3684,A,41.762
3685,A,34.320
3686,A,47.219
3687,A,57.400
3688,A,31.589
3689,A,40.640
3690,A,23.398
3691,A,27.752
3692,A,38.692
3693,A,27.087
3694,A,33.476
3695,A,31.116
3696,A,41.196
3697,A,24.225
3698,A,36.891
3699,A,27.485
3700,A,40.332
3701,A,39.012
3702,A,37.865
3703,A,36.101
3704,A,28.181
3705,A,25.068
3706,A,41.938
3707,A,34.949
3708,A,30.992
3709,A,34.345
3710,A,35.154
3711,A,27.762
3712,A,36.887
3713,A,26.444
3714,A,48.713
3715,A,59.377
3716,A,37.098
3717,A,42.197
3718,A,37.069
3719,A,49.711
3720,A,40.328
3721,A,40.034
3722,A,23.342
3723,A,30.396
3724,A,40.415
3725,A,38.203
3726,A,17.784
3727,A,49.143
3728,A,35.542
3729,A,46.390
3730,A,11.857
3731,A,32.510
3732,A,44.388
3733,A,19.933
3734,A,24.376
3735,A,36.550
3736,A,40.369
3737,A,27.840
3738,A,41.943
3739,A,38.192
3740,A,26.193
3741,A,28.738
3742,A,38.145
3743,A,34.710
3744,A,20.015
3745,A,36.539
3746,A,42.352
3747,A,45.147
3748,A,34.977
3749,A,43.660
3750,A,36.672
3751,A,28.394
3752,A,36.035
3753,A,29.098
3754,A,41.522
3755,A,33.045
3756,A,27.900
3757,A,32.084
3758,A,41.905
3759,A,32.062
3760,A,34.961
3761,A,15.285
3762,A,18.257
3763,A,31.795
3764,A,36.866
3765,A,41.400
3766,A,30.686
3767,A,29.145
3768,A,46.353
3769,A,22.467
3770,A,38.047
3771,A,43.001
3772,A,32.708
3773,A,38.835
3774,A,31.019
3775,A,31.074
3776,A,49.191
3777,A,41.185
3778,A,42.292
3779,A,35.422
3780,A,46.545
3781,A,44.817
3782,A,31.000
3783,A,33.747
3784,A,35.378
3785,A,35.506
3786,A,34.900
3787,A,44.988
3788,A,31.483
3789,A,49.110
3790,A,42.260
3791,A,32.892
3792,A,31.981
3793,A,40.611
3794,A,37.219
3795,A,31.291
3796,A,45.280
3797,A,41.638
3798,A,43.898
3799,A,25.924
3800,A,39.955
3801,A,36.871
3802,A,29.006
3803,A,34.765
3804,A,35.042
3805,A,18.262
3806,A,43.534
3807,A,33.365
3808,A,42.662
3809,A,24.730
3810,A,32.412
3811,A,30.771
3812,A,40.751
3813,A,41.355
3814,A,31.397
3815,A,34.131
3816,A,29.011
3817,A,42.618
3818,A,24.350
3819,A,14.674
3820,A,42.895
3821,A,35.441
3822,A,46.085
3823,A,25.404
3824,A,24.237
3825,A,53.220
3826,A,23.151
3827,A,43.264
3828,A,44.381
3829,A,21.859
3830,A,36.553
3831,A,52.116
3832,A,48.543
3833,A,29.874
3834,A,34.312
3835,A,15.746
3836,A,29.658
3837,A,28.973
3838,A,36.920
3839,A,50.170
3840,A,57.404
3841,A,27.281
3842,A,46.484
3843,A,44.361
3844,A,32.374
3845,A,28.697
3846,A,42.267
3847,A,44.746
3848,A,46.367
3849,A,34.884
3850,A,33.176
3851,A,39.281
3852,A,31.132
3853,A,40.070
3854,A,26.324
3855,A,37.442
3856,A,40.538
3857,A,33.603
3858,A,28.574
3859,A,37.741
3860,A,36.301
3861,A,40.241
3862,A,36.342
3863,A,33.961
3864,A,32.969
3865,A,30.051
3866,A,28.039
3867,A,34.255
3868,A,30.054
3869,A,27.386
3870,A,37.482
3871,A,36.690
3872,A,32.684
3873,A,31.653
3874,A,31.513
3875,A,23.134
3876,A,34.492
3877,A,37.576
3878,A,33.930
3879,A,37.072
3880,A,28.718
3881,A,36.330
3882,A,18.359
3883,A,32.853
3884,A,39.082
3885,A,28.530
3886,A,49.150
3887,A,28.278
3888,A,32.750
3889,A,41.691
3890,A,36.332
3891,A,39.350
3892,A,21.719
3893,A,35.151
3894,A,31.127
3895,A,21.306
3896,A,41.185
3897,A,39.937
3898,A,41.723
3899,A,25.087
3900,A,39.912
3901,A,44.637
3902,A,36.982
3903,A,40.708
3904,A,42.244
3905,A,51.399
3906,A,29.238
3907,A,24.108
3908,A,37.620
3909,A,40.204
3910,A,39.419
3911,A,40.395
3912,A,33.195
3913,A,28.554
3914,A,45.505
3915,A,25.577
3916,A,39.737
3917,A,51.988
3918,A,60.772
3919,A,45.529
3920,A,22.390
3921,A,31.548
3922,A,32.725
3923,A,50.500
3924,A,26.724
3925,A,41.002
3926,A,29.679
3927,A,36.486
3928,A,31.347
3929,A,54.973
3930,A,40.299
3931,A,44.943
3932,A,31.589
3933,A,25.767
3934,A,43.562
3935,A,31.975
3936,A,42.325
3937,A,38.987
3938,A,32.332
3939,A,35.825
3940,A,42.811
3941,A,44.712
3942,A,31.775
3943,A,45.158
3944,A,28.971
3945,A,48.914
3946,A,36.983
3947,A,45.415
3948,A,41.849
3949,A,31.676
3950,A,27.248
3951,A,30.762
3952,A,41.856
3953,A,35.248
3954,A,44.181
3955,A,35.808
3956,A,35.327
3957,A,34.154
3958,A,25.922
3959,A,38.046
3960,A,36.210
3961,A,29.213
3962,A,33.845
3963,A,31.271
3964,A,48.213
3965,A,25.623
3966,A,33.039
3967,A,32.734
3968,A,26.938
3969,A,26.130
3970,A,29.895
3971,A,37.781
3972,A,40.707
3973,A,41.235
3974,A,29.588
3975,A,36.604
3976,A,39.877
3977,A,32.703
3978,A,39.258
3979,A,24.583
3980,A,24.137
3981,A,43.829
3982,A,31.261
3983,A,12.568
3984,A,31.721
3985,A,32.313
3986,A,39.540
3987,A,40.415
3988,A,28.809
3989,A,42.735
3990,A,29.128
3991,A,38.480
3992,A,37.377
3993,A,17.942
3994,A,28.998
3995,A,39.548
3996,A,43.784
3997,A,29.323
3998,A,31.058
3999,A,38.001
4000,A,42.134
4001,A,26.214
4002,A,28.611
4003,A,48.313
4004,A,31.117
4005,A,30.812
4006,A,34.212
4007,A,30.777
4008,A,37.868
4009,A,42.048
4010,A,33.438
4011,A,54.617
4012,A,40.056
4013,A,44.421
4014,A,26.203
4015,A,33.733
4016,A,44.330
4017,A,47.589
4018,A,34.244
4019,A,37.715
4020,A,32.590
4021,A,30.830
4022,A,40.757
4023,A,21.500
4024,A,40.156
4025,A,27.308
4026,A,35.229
4027,A,42.971
4028,A,29.493
4029,A,36.221
4030,A,34.124
4031,A,39.766
4032,A,46.826
4033,A,40.219
4034,A,41.518
4035,A,53.167
4036,A,34.677
4037,A,51.150
4038,A,29.476
4039,A,46.327
4040,A,44.533
4041,A,25.779
4042,A,29.777
4043,A,22.954
4044,A,39.592
4045,A,36.407
4046,A,43.408
4047,A,34.928
4048,A,34.167
4049,A,27.434
4050,A,47.325
4051,A,36.836
4052,A,35.403
4053,A,29.915
4054,A,37.650
4055,A,34.133
4056,A,30.552
4057,A,35.499
4058,A,38.197
4059,A,33.139
4060,A,28.355
4061,A,44.494
4062,A,39.838
4063,A,25.254
4064,A,34.577
4065,A,61.966
4066,A,26.715
4067,A,44.685
4068,A,27.245
4069,A,34.728
4070,A,41.832
4071,A,27.661
4072,A,33.982
4073,A,6.603
4074,A,47.034
4075,A,41.233
4076,A,29.216
4077,A,46.965
4078,A,37.667
4079,A,32.096
4080,A,42.900
4081,A,40.390
4082,A,34.347
4083,A,28.953
4084,A,43.502
4085,A,25.015
4086,A,39.656
4087,A,40.769
4088,A,23.992
4089,A,17.368
4090,A,59.351
4091,A,30.987
4092,A,24.909
4093,A,36.302
4094,A,50.544
4095,A,31.342
4096,A,41.711
4097,A,33.133
4098,A,44.194
4099,A,54.919
4100,A,39.820
4101,A,31.228
4102,A,40.470
4103,A,42.974
4104,A,36.148
4105,A,22.737
4106,A,38.121
4107,A,35.369
4108,A,28.622
4109,A,43.767
4110,A,43.590
4111,A,34.888
4112,A,39.389
4113,A,23.621
4114,A,31.968
4115,A,40.846
4116,A,28.737
4117,A,32.529
4118,A,27.720
4119,A,29.294
4120,A,39.035
4121,A,47.984
4122,A,23.683
4123,A,37.001
4124,A,36.331
4125,A,34.215
4126,A,34.374
4127,A,32.406
4128,A,33.726
4129,A,27.243
4130,A,32.563
4131,A,35.618
4132,A,44.096
4133,A,43.029
4134,A,58.966
4135,A,40.389
4136,A,39.311
4137,A,23.551
4138,A,35.612
4139,A,36.752
4140,A,37.660
4141,A,35.526
4142,A,32.130
4143,A,42.062
4144,A,42.183
4145,A,28.219
4146,A,38.099
4147,A,42.223
4148,A,28.448
4149,A,44.784
4150,A,20.866
4151,A,24.341
4152,A,58.267
4153,A,39.264
4154,A,43.736
4155,A,29.880
4156,A,37.080
4157,A,33.183
4158,A,31.255
4159,A,40.914
4160,A,34.721
4161,A,29.421
4162,A,34.551
4163,A,27.554
4164,A,39.675
4165,A,49.557
4166,A,43.008
4167,A,27.814
4168,A,45.611
4169,A,26.245
4170,A,19.524
4171,A,31.418
4172,A,30.482
4173,A,21.762
4174,A,33.983
4175,A,31.296
4176,A,37.228
4177,A,34.136
4178,A,35.954
4179,A,35.006
4180,A,35.800
4181,A,35.274
4182,A,35.188
4183,A,49.855
4184,A,37.998
4185,A,30.351
4186,A,37.347
4187,A,59.279
4188,A,44.046
4189,A,39.405
4190,A,31.217
4191,A,23.489
4192,A,43.202
4193,A,43.197
4194,A,39.410
4195,A,42.921
4196,A,35.740
4197,A,36.024
4198,A,19.421
4199,A,46.478
4200,A,50.730
4201,A,37.533
4202,A,29.209
4203,A,38.100
4204,A,34.135
4205,A,27.307
4206,A,30.727
4207,A,36.095
4208,A,31.829
4209,A,50.908
4210,A,42.207
4211,A,15.953
4212,A,49.408
4213,A,46.110
4214,A,37.740
4215,A,32.682
4216,A,36.023
4217,A,27.265
4218,A,26.832
4219,A,24.639
4220,A,34.428
4221,A,43.057
4222,A,36.514
4223,A,29.389
4224,A,27.582
4225,A,51.005
4226,A,32.765
4227,A,28.674
4228,A,27.634
4229,A,30.355
4230,A,41.040
4231,A,37.761
4232,A,24.714
4233,A,44.527
4234,A,22.370
4235,A,21.678
4236,A,31.202
4237,A,14.404
4238,A,45.150
4239,A,33.137
4240,A,35.023
4241,A,42.285
4242,A,28.114
4243,A,39.139
4244,A,33.463
4245,A,35.661
4246,A,27.630
4247,A,40.257
4248,A,41.082
4249,A,41.963
4250,A,28.413
4251,A,43.672
4252,A,39.182
4253,A,38.474
4254,A,36.611
4255,A,42.844
4256,A,29.909
4257,A,29.531
4258,A,34.803
4259,A,44.426
4260,A,39.895
4261,A,42.148
4262,A,28.970
4263,A,29.056
4264,A,43.799
4265,A,36.473
4266,A,50.062
4267,A,42.725
4268,A,23.086
4269,A,28.567
4270,A,27.912
4271,A,32.646
4272,A,17.951
4273,A,46.213
4274,A,31.157
4275,A,26.501
4276,A,29.168
4277,A,23.577
4278,A,37.196
4279,A,38.526
4280,A,15.670
4281,A,33.500
4282,A,40.886
4283,A,41.369
4284,A,38.928
4285,A,36.170
4286,A,39.979
4287,A,22.940
4288,A,42.889
4289,A,41.726
4290,A,51.080
4291,A,29.571
4292,A,21.367
4293,A,33.599
4294,A,34.445
4295,A,42.158
4296,A,30.836
4297,A,32.594
4298,A,39.671
4299,A,33.556
4300,A,29.740
4301,A,26.903
4302,A,34.884
4303,A,30.171
4304,A,17.631
4305,A,22.311
4306,A,26.980
4307,A,33.436
4308,A,25.277
4309,A,27.961
4310,A,38.819
4311,A,39.125
4312,A,20.864
4313,A,39.486
4314,A,33.397
4315,A,41.366
4316,A,44.743
4317,A,46.947
4318,A,40.035
4319,A,39.237
4320,A,36.505
4321,A,46.566
4322,A,34.784
4323,A,26.649
4324,A,34.002
4325,A,34.542
4326,A,36.675
4327,A,44.772
4328,A,39.356
4329,A,21.369
4330,A,23.454
4331,A,29.491
4332,A,31.484
4333,A,27.692
4334,A,44.230
4335,A,18.619
4336,A,29.097
4337,A,35.832
4338,A,22.197
4339,A,53.628
4340,A,18.678
4341,A,41.228
4342,A,34.034
4343,A,39.327
4344,A,38.935
4345,A,28.700
4346,A,31.884
4347,A,26.155
4348,A,39.236
4349,A,31.214
4350,A,44.551
4351,A,44.381
4352,A,33.521
4353,A,41.914
4354,A,32.833
4355,A,27.472
4356,A,22.772
4357,A,41.284
4358,A,30.904
4359,A,42.022
4360,A,41.611
4361,A,34.930
4362,A,27.573
4363,A,42.751
4364,A,39.985
4365,A,46.731
4366,A,40.960
4367,A,37.327
4368,A,24.138
4369,A,24.686
4370,A,48.471
4371,A,31.518
4372,A,35.248
4373,A,33.315
4374,A,47.093
4375,A,40.528
4376,A,13.363
4377,A,42.811
4378,A,36.397
4379,A,34.857
4380,A,36.023
4381,A,25.051
4382,A,43.622
4383,A,35.482
4384,A,31.584
4385,A,35.519
4386,A,44.816
4387,A,33.665
4388,A,31.811
4389,A,37.031
4390,A,19.813
4391,A,24.074
4392,A,30.636
4393,A,43.231
4394,A,31.736
4395,A,26.355
4396,A,35.238
4397,A,46.224
4398,A,29.661
4399,A,39.231
4400,A,40.855
4401,A,31.305
4402,A,24.854
4403,A,34.762
4404,A,30.761
4405,A,38.156
4406,A,25.223
4407,A,45.834
4408,A,39.154
4409,A,49.773
4410,A,32.541
4411,A,35.986
4412,A,22.004
4413,A,28.505
4414,A,16.687
4415,A,22.537
4416,A,40.860
4417,A,52.229
4418,A,43.510
4419,A,35.480
4420,A,36.218
4421,A,45.137
4422,A,24.414
4423,A,39.699
4424,A,23.248
4425,A,33.877
4426,A,23.877
4427,A,36.017
4428,A,20.671
4429,A,35.057
4430,A,30.121
4431,A,38.500
4432,A,43.500
4433,A,25.416
4434,A,50.323
4435,A,18.957
4436,A,45.250
4437,A,32.518
4438,A,39.682
4439,A,22.906
4440,A,39.242
4441,A,32.097
4442,A,23.689
4443,A,37.338
4444,A,29.308
4445,A,40.475
4446,A,37.034
4447,A,33.014
4448,A,32.456
4449,A,39.433
4450,A,34.533
4451,A,25.711
4452,A,27.591
4453,A,44.024
4454,A,56.833
4455,A,40.846
4456,A,39.213
4457,A,34.161
4458,A,44.424
4459,A,28.869
4460,A,21.332
4461,A,31.840
4462,A,31.567
4463,A,49.403
4464,A,24.874
4465,A,45.229
4466,A,36.543
4467,A,31.662
4468,A,38.358
4469,A,44.263
4470,A,35.273
4471,A,18.534
4472,A,21.361
4473,A,23.537
4474,A,37.426
4475,A,28.988
4476,A,32.144
4477,A,35.496
4478,A,41.966
4479,A,39.767
4480,A,20.022
4481,A,29.306
4482,A,49.072
4483,A,40.780
4484,A,40.422
4485,A,31.310
4486,A,16.785
4487,A,23.725
4488,A,33.733
4489,A,36.569
4490,A,36.873
4491,A,31.850
4492,A,38.706
4493,A,32.019
4494,A,27.661
4495,A,28.383
4496,A,35.024
4497,A,29.637
4498,A,41.371
4499,A,31.345
4500,A,27.993
4501,A,36.078
4502,A,40.654
4503,A,33.885
4504,A,40.113
4505,A,31.640
4506,A,30.167
4507,A,47.354
4508,A,24.571
4509,A,35.739
4510,A,53.400
4511,A,42.716
4512,A,33.239
4513,A,37.976
4514,A,24.880
4515,A,47.525
4516,A,28.521
4517,A,37.775
4518,A,30.813
4519,A,26.939
4520,A,22.267
4521,A,37.497
4522,A,37.671
4523,A,31.998
4524,A,32.993
4525,A,24.610
4526,A,45.807
4527,A,41.015
4528,A,26.120
4529,A,42.065
4530,A,38.863
4531,A,24.434
4532,A,52.797
4533,A,35.061
4534,A,37.947
4535,A,34.399
4536,A,35.780
4537,A,26.245
4538,A,24.699
4539,A,33.809
4540,A,28.223
4541,A,39.763
4542,A,35.406
4543,A,25.948
4544,A,36.282
4545,A,30.021
4546,A,37.799
4547,A,26.316
4548,A,23.266
4549,A,38.513
4550,A,50.327
4551,A,30.090
4552,A,32.645
4553,A,34.036
4554,A,36.068
4555,A,32.079
4556,A,42.032
4557,A,27.405
4558,A,31.923
4559,A,40.220
4560,A,19.215
4561,A,33.991
4562,A,34.966
4563,A,25.985
4564,A,31.909
4565,A,40.468
4566,A,29.250
4567,A,18.186
4568,A,45.361
4569,A,36.093
4570,A,37.197
4571,A,23.197
4572,A,43.553
4573,A,43.781
4574,A,35.755
4575,A,41.621
4576,A,29.860
4577,A,31.291
4578,A,51.523
4579,A,27.067
4580,A,27.688
4581,A,37.278
4582,A,50.266
4583,A,39.413
4584,A,29.147
4585,A,23.912
4586,A,54.903
4587,A,48.148
4588,A,41.565
4589,A,37.646
4590,A,41.641
4591,A,43.256
4592,A,40.269
4593,A,30.608
4594,A,42.385
4595,A,34.470
4596,A,46.989
4597,A,41.602
4598,A,43.062
4599,A,38.978
4600,A,29.949
4601,A,37.949
4602,A,29.479
4603,A,37.517
4604,A,30.051
4605,A,32.497
4606,A,43.971
4607,A,33.021
4608,A,24.710
4609,A,34.551
4610,A,43.634
4611,A,34.723
4612,A,43.867
4613,A,32.582
4614,A,28.372
4615,A,36.627
4616,A,48.629
4617,A,36.157
4618,A,28.268
4619,A,25.787
4620,A,14.038
4621,A,37.898
4622,A,41.383
4623,A,34.103
4624,A,24.822
4625,A,45.832
4626,A,45.331
4627,A,17.921
4628,A,34.905
4629,A,32.601
4630,A,44.954
4631,A,35.992
4632,A,37.117
4633,A,46.566
4634,A,46.913
4635,A,26.326
4636,A,33.264
4637,A,23.012
4638,A,36.918
4639,A,39.588
4640,A,41.878
4641,A,32.363
4642,A,26.668
4643,A,35.304
4644,A,43.495
4645,A,28.436
4646,A,34.727
4647,A,30.962
4648,A,43.257
4649,A,39.534
4650,A,34.474
4651,A,35.879
4652,A,25.961
4653,A,39.752
4654,A,32.949
4655,A,41.488
4656,A,21.740
4657,A,38.705
4658,A,22.683
4659,A,33.711
4660,A,36.358
4661,A,25.447
4662,A,47.893
4663,A,28.453
4664,A,45.166
4665,A,28.092
4666,A,26.573
4667,A,27.761
4668,A,46.873
4669,A,36.386
4670,A,14.080
4671,A,29.696
4672,A,30.701
4673,A,25.361
4674,A,34.781
4675,A,23.809
4676,A,44.854
4677,A,39.515
4678,A,35.437
4679,A,43.311
4680,A,43.000
4681,A,27.389
4682,A,39.237
4683,A,39.418
4684,A,39.379
4685,A,34.520
4686,A,16.517
4687,A,45.525
4688,A,27.707
4689,A,33.978
4690,A,36.351
4691,A,37.102
4692,A,40.237
4693,A,43.062
4694,A,50.909
4695,A,31.536
4696,A,29.767
4697,A,30.435
4698,A,41.042
4699,A,45.599
4700,A,21.691
4701,A,23.941
4702,A,36.581
4703,A,31.797
4704,A,29.587
4705,A,55.135
4706,A,39.531
4707,A,35.622
4708,A,41.931
4709,A,28.656
4710,A,39.160
4711,A,38.544
4712,A,25.492
4713,A,43.377
4714,A,28.627
4715,A,38.693
4716,A,28.772
4717,A,42.662
4718,A,45.892
4719,A,26.689
4720,A,34.634
4721,A,33.000
4722,A,32.047
4723,A,18.245
4724,A,41.061
4725,A,47.742
4726,A,34.846
4727,A,32.813
4728,A,31.704
4729,A,25.025
4730,A,42.379
4731,A,38.032
4732,A,38.273
4733,A,30.869
4734,A,27.732
4735,A,50.544
4736,A,33.021
4737,A,27.916
4738,A,42.113
4739,A,55.527
4740,A,37.565
4741,A,34.194
4742,A,30.970
4743,A,37.828
4744,A,40.418
4745,A,38.120
4746,A,43.544
4747,A,42.478
4748,A,32.796
4749,A,41.065
4750,A,22.760
4751,A,24.661
4752,A,34.845
4753,A,31.811
4754,A,51.332
4755,A,38.431
4756,A,24.089
4757,A,42.978
4758,A,31.931
4759,A,37.980
4760,A,31.730
4761,A,38.078
4762,A,37.130
4763,A,27.359
4764,A,21.691
4765,A,36.790
4766,A,41.041
4767,A,25.632
4768,A,33.792
4769,A,28.281
4770,A,47.565
4771,A,28.254
