Id,X,Y,Class
11330,-0.1699,-2.2053,A
11331,-1.5793,-2.1086,A
11332,-1.4093,-1.4634,A
11333,-1.3374,-0.5130,A
11334,0.2069,-0.6361,A
11335,-0.9526,-0.6264,A
11336,-0.9831,-2.3162,A
11337,-1.7071,-1.0223,A
11338,-1.8136,-0.8789,A
11339,-0.1652,-1.1248,A
11340,-0.9329,0.2859,A
11341,-2.0089,-1.4207,A
11342,-1.2782,-1.4369,A
11343,-0.6432,-1.8804,A
11344,-0.7110,0.0209,A
11345,-2.2698,-0.9524,A
11346,-1.4206,-1.0851,A
11347,-0.0645,-0.5319,A
11348,-1.3646,-1.4958,A
11349,-0.8683,-1.6107,A
11350,-0.7759,-0.4870,A
11351,-0.4686,-0.7656,A
11352,-2.4690,-1.6768,A
11353,-1.9777,-2.3224,A
11354,-1.1714,-0.3421,A
11355,-1.7725,-0.6627,A
11356,-1.8271,0.0803,A
11357,-0.7358,-1.3600,A
11358,-0.9518,-1.9768,A
11359,-0.1667,-0.9063,A
11360,-0.8365,-0.2996,A
11361,-1.3787,-1.6271,A
11362,-0.9401,-0.9961,A
11363,0.7764,-0.3950,A
11364,0.8530,-1.8606,A
11365,-0.2323,-1.6536,A
11366,-1.1069,-1.2531,A
11367,-1.7454,-0.5361,A
11368,-1.0841,-0.9448,A
11369,-0.3996,-1.0513,A
11370,-1.2014,-2.4902,A
11371,-1.5730,-0.6777,A
11372,-1.7959,-0.3404,A
11373,-1.7979,-0.8615,A
11374,-0.7068,-0.5124,A
11375,-0.1210,-0.8653,A
11376,-0.0867,-1.1244,A
11377,0.5237,-1.5397,A
11378,-0.5113,-2.3630,A
11379,-0.6953,-1.2732,A
11380,-1.2837,-0.4642,A
11381,-1.1674,-1.2969,A
11382,-0.6240,-2.2494,A
11383,-1.7284,-1.2956,A
11384,-1.7955,-1.4349,A
11385,-0.3091,-0.9438,A
11386,-1.9144,-0.7873,A
11387,-0.4289,-1.4116,A
11388,-1.3250,-2.1590,A
11389,-0.7521,-1.4455,A
11390,-1.0765,-1.2376,A
11391,-0.1448,-0.6435,A
11392,-1.6057,-1.1848,A
11393,-1.0988,-0.1908,A
11394,-2.0727,-0.9575,A
11395,-0.6553,-0.9772,A
11396,-0.4982,0.1717,A
11397,-0.6762,-0.4347,A
11398,-1.6977,-1.6868,A
11399,-1.2654,-0.8326,A
11400,-2.1034,-0.5883,A
11401,-1.1440,-0.1361,A
11402,-1.0681,0.2066,A
11403,-1.6277,-1.5163,A
11404,-1.7322,0.1034,A
11405,-0.6738,-0.0486,A
11406,-0.2097,-2.5752,A
11407,0.3290,-1.6720,A
11408,-1.4064,-0.1641,A
11409,-1.1087,-1.0878,A
11410,-1.4692,-0.9795,A
11411,-0.8354,-1.5792,A
11412,-1.7658,-2.1761,A
11413,-1.1308,-0.6748,A
11414,-0.8428,-2.2822,A
11415,-0.0872,0.0895,A
11416,-1.5996,-0.7127,A
11417,-1.2688,0.8179,A
11418,-1.3905,0.0282,A
11419,-0.7163,-1.4160,A
11420,-1.1533,-0.6555,A
11421,-0.1352,-0.1563,A
11422,0.9231,-1.5604,A
11423,-0.8873,-1.6710,A
11424,-2.3902,-0.2701,A
11425,-1.8615,-2.1161,A
11426,-0.7505,-1.5802,A
11427,-0.2753,-1.0775,A
11428,-0.4385,-1.4822,A
11429,-1.6138,-0.7886,A
11430,-0.0706,-0.3519,A
11431,-0.8115,-0.2248,A
11432,-0.2686,-1.2046,A
11433,-1.3323,-0.1875,A
11434,0.2094,-1.2846,A
11435,-2.1872,-2.1886,A
11436,-2.0040,-0.0632,A
11437,-1.5167,-0.4680,A
11438,-0.7253,0.3697,A
11439,-1.1538,-1.9166,A
11440,-0.9813,-0.5461,A
11441,-0.0507,0.7687,A
11442,-2.4334,0.0468,A
11443,-1.4771,-1.5079,A
11444,-1.5051,-0.4287,A
11445,-0.8579,-0.6104,A
11446,-0.8668,-0.5191,A
11447,-0.1878,-1.6806,A
11448,0.4139,-1.7471,A
11449,0.3163,-1.0660,A
11450,-1.5337,-2.1642,A
11451,0.2590,-2.2856,A
11452,-0.5968,-0.8945,A
11453,-0.3279,-1.3568,A
11454,-1.0575,-0.1442,A
11455,-0.2840,-0.5870,A
11456,-0.7944,-1.7246,A
11457,-0.8839,-2.9292,A
11458,-1.2744,0.2451,A
11459,-0.3705,-1.0516,A
11460,-1.1499,-0.3038,A
11461,-0.4443,-0.5759,A
11462,-2.4134,-0.6598,A
11463,-0.8215,-1.2713,A
11464,-1.8833,-0.2560,A
11465,-1.2664,-1.3633,A
11466,-0.6072,-0.9553,A
11467,-0.5129,-0.9444,A
11468,0.0002,-1.1510,A
11469,-0.5826,0.0800,A
11470,-0.9347,-0.8668,A
11471,-1.8065,-0.7641,A
11472,-1.2371,-1.4117,A
11473,-0.6538,-2.4861,A
11474,-0.6071,-0.4854,A
11475,-0.8771,-1.1996,A
11476,-1.0106,0.1053,A
11477,-0.1564,1.2907,A
11478,-1.6469,-1.9643,A
11479,-1.0606,-1.8538,A
11480,-0.7934,0.9063,A
11481,0.4229,0.2398,A
11482,-0.7278,-1.0293,A
11483,-1.0181,-0.3092,A
11484,-1.0279,-0.3919,A
11485,-1.2672,-1.4002,A
11486,-1.1700,0.3800,A
11487,-1.7863,-1.0881,A
11488,-2.1385,0.0888,A
11489,-1.0695,-2.0608,A
11490,-0.0853,-0.0612,A
11491,-0.5129,-1.8120,A
11492,0.1475,-0.3296,A
11493,-1.2382,-1.1771,A
11494,-1.3086,-1.5866,A
11495,-1.8147,-2.0357,A
11496,-1.2504,-0.1839,A
11497,-1.1045,-0.9797,A
11498,-1.5013,-1.2590,A
11499,-1.2080,-0.4928,A
11500,-0.2975,-0.9425,A
11501,-0.6175,-0.3163,A
11502,-0.4960,-1.9182,A
11503,-1.3634,-1.9118,A
11504,-1.2396,-0.5343,A
11505,-1.6544,-0.1437,A
11506,-0.7554,-1.6507,A
11507,-0.2593,-2.0096,A
11508,-1.3812,-1.0305,A
11509,-0.3837,-0.1506,A
11510,-0.3186,-2.3867,A
11511,-0.7342,-1.6791,A
11512,-1.5410,-0.5464,A
11513,-1.4739,-1.0663,A
11514,0.7793,-1.5310,A
11515,-2.1418,-1.7734,A
11516,-0.1827,-1.6765,A
11517,-1.0876,-0.9973,A
11518,-1.3850,-1.2398,A
11519,-0.5559,-1.7954,A
11520,-1.4107,-1.4567,A
11521,-1.6534,-0.0153,A
11522,-1.5598,-2.1604,A
11523,-1.1714,-0.1488,A
11524,-1.4221,-2.2731,A
11525,-1.7779,-1.4362,A
11526,-1.0792,-1.5318,A
11527,-0.6199,-1.2528,A
11528,-1.2261,0.0698,A
11529,-0.6589,0.0799,A
11530,-0.5784,-0.0549,A
11531,-1.5347,-0.9632,A
11532,-2.0654,-0.9131,A
11533,-0.8447,-0.5238,A
11534,-1.8717,0.2000,A
11535,-1.4908,-2.6399,A
11536,-1.1357,-1.0722,A
11537,-1.1806,-0.6762,A
11538,-0.6244,-1.0607,A
11539,-1.8081,-2.3969,A
11540,-1.1300,-1.6910,A
11541,-0.5283,-1.9946,A
11542,-0.5449,-0.3997,A
11543,-1.2347,-0.6495,A
11544,-1.5065,-0.3745,A
11545,-1.2654,-2.5988,A
11546,-1.8173,-0.7344,A
11547,-1.7536,-1.7685,A
11548,-2.3042,-0.9880,A
11549,-2.0601,-0.7890,A
11550,-1.2012,-0.4001,A
11551,-0.2507,-0.1435,A
11552,-1.4681,-0.3270,A
11553,-0.3857,-1.4319,A
11554,-2.1741,-1.1806,A
11555,-1.4810,-0.9962,A
11556,-1.4678,-0.1278,A
11557,-1.4975,-1.5580,A
11558,-0.9989,-1.1117,A
11559,-0.9083,-1.7259,A
11560,-0.9927,-0.6881,A
11561,-1.7097,-0.9387,A
11562,-0.3664,-1.9155,A
11563,-1.7982,-1.5785,A
11564,-0.9418,-1.5230,A
11565,-1.1723,-0.6354,A
11566,-1.1728,-1.2749,A
11567,-1.0111,-1.2997,A
11568,-1.0282,-0.8449,A
11569,1.6277,-1.1380,A
11570,-0.3546,-1.2369,A
11571,-1.3565,-0.9192,A
11572,-2.1697,-0.8718,A
11573,-1.1129,-2.2226,A
11574,-0.2674,0.1079,A
11575,0.1965,-1.0700,A
11576,-0.8224,0.0431,A
11577,-0.5658,-0.4893,A
11578,-1.0084,-1.4547,A
11579,-2.2631,-0.1811,A
11580,-0.8829,-1.6186,A
11581,-1.2913,-1.7071,A
11582,-0.3664,-0.7842,A
11583,-0.4535,-0.2421,A
11584,-0.8652,-0.5084,A
11585,-0.8888,-0.6065,A
11586,-1.4274,-1.6157,A
11587,-0.8545,-1.2660,A
11588,-3.1602,1.4130,A
11589,0.3681,-0.6190,A
11590,-1.6365,-1.8444,A
11591,-1.5734,-1.0214,A
11592,-0.9904,-1.1100,A
11593,0.5077,-1.5653,A
11594,-0.4032,-0.5378,A
11595,-0.5829,-0.7588,A
11596,-1.3439,-2.5505,A
11597,-0.4664,-0.2959,A
11598,-1.5595,-1.7242,A
11599,-1.1609,-1.9192,A
11600,-2.1221,-1.2385,A
11601,-1.5307,-1.6235,A
11602,-1.2777,-1.4617,A
11603,-0.9845,0.6819,A
11604,-1.3861,-1.5957,A
11605,-1.9394,-0.8498,A
11606,-0.2652,-1.4475,A
11607,-0.1603,0.6984,A
11608,-0.5958,-0.6141,A
11609,-1.1970,-0.9235,A
11610,-0.6164,-1.6075,A
11611,-1.2812,-0.7793,A
11612,-1.4994,0.2003,A
11613,-0.6843,-0.8595,A
11614,-0.7879,-1.6560,A
11615,-2.6966,-1.2857,A
11616,-0.3243,-1.5340,A
11617,0.2282,-1.8639,A
11618,-0.7246,1.4196,A
11619,-2.2315,-0.9088,A
11620,-0.5050,-0.5198,A
11621,-1.3889,-1.1289,A
11622,-0.4181,-0.7854,A
11623,-0.2988,-1.5430,A
11624,-0.8364,-0.9928,A
11625,-1.0716,-0.1923,A
11626,-2.0635,0.2667,A
11627,-0.6087,-1.6983,A
11628,-1.0385,-0.5338,A
11629,-1.5498,-1.2160,A
11630,-1.2212,-1.2911,A
11631,-0.7437,-1.3110,A
11632,-1.9818,-0.2676,A
11633,-1.2521,-0.8375,A
11634,0.4429,-2.8138,A
11635,-1.5014,-1.3533,A
11636,-1.0817,-0.9435,A
11637,-1.8039,-0.5402,A
11638,-0.1854,-0.1540,A
11639,-0.7443,-1.5655,A
11640,-1.5489,-0.8971,A
11641,-0.4766,-0.6195,A
11642,-1.9115,-1.5765,A
11643,-0.4917,-0.6536,A
11644,-1.0009,-0.4360,A
11645,-1.5143,-1.1393,A
11646,-1.2814,0.4074,A
11647,-0.7658,-2.0167,A
11648,-0.8095,-1.4840,A
11649,-1.1826,-1.9321,A
11650,-0.6307,-1.7889,A
11651,-0.4426,-1.0289,A
11652,-1.7431,0.1254,A
11653,0.0718,-1.1555,A
11654,-0.9028,-2.3925,A
11655,-0.3246,-0.4657,A
11656,-0.2538,-0.7311,A
11657,-0.3167,-1.0545,A
11658,-0.5496,-0.6770,A
11659,-0.5968,-1.6984,A
11660,-0.9016,-0.4354,A
11661,-1.5576,-1.4060,A
11662,-0.5950,-1.2298,A
11663,-1.4491,-1.4729,A
11664,-0.0706,-0.7868,A
11665,-0.3859,-1.1899,A
11666,-0.6981,-1.9526,A
11667,-1.1880,-1.4204,A
11668,-1.0285,-0.4087,A
11669,-1.6954,-1.1269,A
11670,-1.5104,-1.4034,A
11671,-0.4288,-1.3552,A
11672,-1.1146,-1.4100,A
11673,-1.0115,-0.6146,A
11674,-0.1044,-2.8421,A
11675,-1.7957,-1.5032,A
11676,0.0351,-0.8294,A
11677,-0.6641,-0.8678,A
11678,-1.2892,-1.9499,A
11679,-0.6819,-0.9897,A
11680,-1.1169,-0.8729,A
11681,-1.0615,-0.9619,A
11682,-0.9859,-0.4797,A
11683,0.2105,-1.0843,A
11684,-0.7998,-1.1792,A
11685,-1.3316,-1.0097,A
11686,0.2350,-0.8594,A
11687,-1.8066,-1.0301,A
11688,0.4880,-1.2167,A
11689,-0.6731,-1.1429,A
11690,0.4965,-1.4095,A
11691,-0.0949,-0.1495,A
11692,-2.0904,0.0019,A
11693,-0.8392,-0.1437,A
11694,-0.8384,0.0638,A
11695,-1.0854,-2.1717,A
11696,-2.3113,-0.2949,A
11697,-1.0983,-0.1202,A
11698,-0.9852,-0.9816,A
11699,-1.3791,-0.6540,A
11700,0.7301,-1.2127,A
11701,-0.9474,-1.5411,A
11702,-1.8585,-1.0381,A
11703,-0.6849,-1.4824,A
11704,-1.4833,-1.8707,A
11705,-1.7931,-2.4646,A
11706,-1.7500,-1.0429,A
11707,-0.2895,-0.5837,A
11708,-0.7964,-1.6137,A
11709,-2.1954,-0.5931,A
11710,-0.4539,-0.1355,A
11711,0.1538,0.0339,A
11712,-1.6013,-0.7806,A
11713,-1.9001,-0.8398,A
11714,-0.8267,-0.0842,A
11715,-0.7290,-1.4516,A
11716,-1.8636,-1.3367,A
11717,-0.9384,-0.5824,A
11718,-1.2479,-1.4105,A
11719,-0.4196,-0.2504,A
11720,-1.4415,-0.7759,A
11721,-0.2320,-0.7451,A
11722,-0.6721,-1.0700,A
11723,-0.1374,-0.8781,A
11724,-0.4160,-1.7705,A
11725,-1.5510,-1.2559,A
11726,-0.5922,-0.5165,A
11727,-1.0651,-1.0952,A
11728,-0.9111,-0.2670,A
11729,-0.7196,-1.4740,A
11730,-1.0231,-0.0230,A
11731,-1.5753,-0.7913,A
11732,-2.1919,-1.2810,A
11733,-0.9160,-1.2142,A
11734,-0.2965,-1.6499,A
11735,0.3373,-0.6791,A
11736,-1.9718,-2.2504,A
11737,-0.9357,-1.1792,A
11738,-1.9559,-0.5533,A
11739,-1.0286,-1.4076,A
11740,-0.8765,-0.7744,A
11741,-1.1589,-1.0425,A
11742,-1.3757,-0.8057,A
11743,-0.9452,-0.5236,A
11744,-1.4920,-0.0286,A
11745,0.2271,-0.8833,A
11746,-1.0170,-1.0915,A
11747,-0.9052,-0.4653,A
11748,-1.0151,-1.3138,A
11749,-1.9983,-1.2821,A
11750,-0.6321,-1.6779,A
11751,-1.0212,-0.7033,A
11752,-0.6679,-0.4276,A
11753,-0.4472,-1.1089,A
11754,-0.6794,0.1179,A
11755,-1.8688,-1.3799,A
11756,-1.1133,-0.3328,A
11757,-0.2188,-0.0717,A
11758,-0.3957,-0.6928,A
11759,-1.9670,-1.2728,A
11760,-2.0439,-1.9017,A
11761,-1.2021,-0.6380,A
11762,-1.7911,0.7466,A
11763,-1.6490,-2.4732,A
11764,-1.8481,-1.2036,A
11765,-0.0836,-0.3178,A
11766,-0.9067,-1.7294,A
11767,-1.3428,-0.9766,A
11768,-1.4352,-0.5499,A
11769,-1.1175,-1.6569,A
11770,0.4178,0.0066,A
11771,0.0181,-0.4369,A
11772,-0.2294,-0.8906,A
11773,-1.5660,-1.0978,A
11774,-1.3324,-0.0001,A
11775,-0.5837,-0.3192,A
11776,-0.7433,0.1523,A
11777,-0.2492,-0.9533,A
11778,-0.7997,0.0117,A
11779,-1.2106,-0.1952,A
11780,0.0266,-1.7591,A
11781,-1.9807,-2.0255,A
11782,-0.0893,-2.2052,A
11783,-1.0861,-0.1944,A
11784,-0.3424,-0.4223,A
11785,-1.1750,-1.1180,A
11786,-1.9784,-0.2606,A
11787,-1.1519,-0.8772,A
11788,-2.6096,-0.8399,A
11789,-1.2046,-0.7138,A
11790,-0.0416,-1.0202,A
11791,-1.6734,-1.2690,A
11792,-0.1701,-2.6075,A
11793,0.2569,-1.6684,A
11794,-0.3458,-1.7008,A
11795,-1.1127,-0.8471,A
11796,-1.4846,-0.6591,A
11797,-1.0332,-3.0564,A
11798,-0.6993,-0.9074,A
11799,-1.2126,-0.5459,A
11800,-1.4753,-2.2849,A
11801,-1.7035,-1.2259,A
11802,-0.8588,-0.9827,A
11803,-0.4696,-2.0090,A
11804,-1.5636,-0.3823,A
11805,-1.3621,-1.3134,A
11806,-1.1042,-1.4770,A
11807,-1.6673,0.3688,A
11808,-2.1295,-1.5069,A
11809,-0.4247,-1.2610,A
11810,-0.7155,-0.0260,A
11811,-0.6580,-1.3295,A
11812,-1.3143,-0.1836,A
11813,-1.6136,-0.5992,A
11814,-0.8999,-0.4451,A
11815,-0.7360,-0.5450,A
11816,-0.8598,-0.3641,A
11817,-2.9352,-0.7639,A
11818,-1.1046,-0.7088,A
11819,-1.1746,-1.4208,A
11820,-0.9583,-1.2179,A
11821,-1.9835,-0.9005,A
11822,-1.0535,-1.9833,A
11823,-1.6477,-0.4092,A
11824,-2.4526,-0.4771,A
11825,-0.1269,-1.0412,A
11826,-0.4789,-0.4922,A
11827,-0.6878,-0.7302,A
11828,-0.3804,-1.5265,A
11829,-0.7555,-1.2599,A
11830,-1.7079,-0.0838,A
11831,-1.0512,-1.1506,A
11832,-0.1935,-1.0733,A
11833,-0.7274,-1.3428,A
11834,-1.0132,-0.5061,A
11835,-0.6620,-1.1353,A
11836,-0.1634,-1.1602,A
11837,-0.3653,-0.6028,A
11838,-0.9202,0.5576,A
11839,-0.8394,-1.1872,A
11840,-0.5373,-0.7664,A
11841,-0.7480,-1.3574,A
11842,-0.2840,-1.2372,A
11843,-1.4900,-0.7285,A
11844,-1.7680,0.2910,A
11845,0.5971,0.0163,A
11846,-1.9651,-1.2492,A
11847,-0.7392,-0.9338,A
11848,0.1042,-0.6459,A
11849,-1.5178,-1.3950,A
11850,-0.8188,0.0235,A
11851,-0.7460,-1.2078,A
11852,-2.7434,-1.7357,A
11853,-0.6373,-1.3731,A
11854,-1.9526,-1.9092,A
11855,-1.5550,-1.5473,A
11856,-1.3138,0.7987,A
11857,-2.2746,-0.7719,A
11858,-0.8656,-2.2368,A
11859,-0.2445,-1.4688,A
11860,-0.5092,-0.9915,A
11861,-1.1047,-1.1507,A
11862,-1.6446,-0.0327,A
11863,-1.6667,-0.2807,A
11864,-0.7681,-1.0984,A
11865,-1.0793,-0.7058,A
11866,-0.9950,-0.9747,A
11867,0.7970,-1.5097,A
11868,-0.0848,-0.3762,A
11869,-2.2196,-0.3041,A
11870,-1.2991,-2.1701,A
11871,-1.0789,-1.8930,A
11872,-0.9483,-0.8334,A
11873,-0.5936,-1.4506,A
11874,-0.6716,-1.2256,A
11875,-1.4154,-1.1301,A
11876,0.5084,-1.7505,A
11877,-0.8123,-0.2869,A
11878,-1.0681,-0.8695,A
11879,-0.8981,-1.6633,A
11880,-1.1064,-1.0075,A
11881,-0.5358,-0.5764,A
11882,-1.0398,-0.7683,A
11883,-2.1040,-1.0451,A
11884,-0.0559,-0.0941,A
11885,0.1918,-0.6870,A
11886,-0.6440,-0.6804,A
11887,-0.9455,-1.0142,A
11888,-0.9528,-1.7512,A
11889,-2.9675,-2.0374,A
11890,-0.9946,-1.8006,A
11891,-0.8052,-0.3200,A
11892,-0.4437,-0.5144,A
11893,-1.4489,-1.2563,A
11894,0.2023,0.0371,A
11895,-1.3292,0.0197,A
11896,-0.8574,-1.5040,A
11897,-0.8170,-0.0094,A
11898,-0.9963,-1.0819,A
11899,-0.0539,-0.0668,A
11900,-1.1542,-1.3810,A
11901,-1.5932,-2.3895,A
11902,-1.2084,-0.8705,A
11903,-1.2583,-0.3165,A
11904,-0.8094,-0.1598,A
11905,-0.1081,0.0342,A
11906,-1.2881,-0.5299,A
11907,-1.1443,-0.7867,A
11908,-0.7942,-1.2429,A
11909,-2.7447,-1.5148,A
11910,-0.0968,-1.9140,A
11911,-1.7587,-0.3341,A
11912,-1.1312,-0.5230,A
11913,-1.3552,-1.1800,A
11914,-1.1215,0.0703,A
11915,-0.3705,-1.8970,A
11916,-2.2783,-0.5050,A
11917,-1.2754,-0.5871,A
11918,-1.4204,-0.2892,A
11919,-1.1648,-0.9249,A
11920,-1.2134,-1.2142,A
11921,-2.6797,-2.8873,A
11922,-0.4220,-0.1576,A
11923,-1.0236,-0.8959,A
11924,-1.2692,-1.0305,A
11925,-0.3903,-0.6809,A
11926,-0.8731,-1.3755,A
11927,-2.0569,-0.7789,A
11928,-0.4558,-1.4522,A
11929,-1.4628,-1.1330,A
11930,-1.0637,-0.4131,A
11931,-1.8538,-1.0091,A
11932,0.2825,-1.7259,A
11933,0.3732,-0.9901,A
11934,-1.7943,-2.4826,A
11935,-0.6100,-1.0621,A
11936,-0.8802,-0.5650,A
11937,-1.1673,-0.9625,A
11938,-1.3274,-0.1962,A
11939,-0.9071,-1.0550,A
11940,-1.1435,-1.1621,A
11941,-1.3125,-0.5225,A
11942,-0.9009,-1.8325,A
11943,-2.2921,-1.3565,A
11944,-0.3561,-0.7190,A
11945,0.6303,-1.0986,A
11946,-1.9163,-1.1023,A
11947,-1.2288,-1.0003,A
11948,-2.0354,-0.3628,A
11949,-0.9891,0.1822,A
11950,-0.8131,0.6742,A
11951,-0.2560,-1.5662,A
11952,0.5483,-1.3729,A
11953,-1.0749,-1.0707,A
11954,-0.8614,-0.8499,A
11955,0.3262,-1.7218,A
11956,0.1209,0.0210,A
11957,-1.4895,-0.6594,A
11958,-1.6519,-0.2991,A
11959,-0.1645,-1.5395,A
11960,-0.9943,-1.3959,A
11961,-0.4571,-2.1671,A
11962,-0.6977,-0.2199,A
11963,-1.3318,-1.1357,A
11964,-1.8632,-1.0571,A
11965,-1.3014,-0.9776,A
11966,-0.8013,-0.6135,A
11967,-0.5483,-0.2854,A
11968,-0.1993,-0.3931,A
11969,-2.2038,-0.4352,A
11970,-2.0794,-1.1571,A
11971,-0.3242,-1.0567,A
11972,-1.3827,-0.7190,A
11973,-1.9724,-0.2855,A
11974,-1.2817,0.5456,A
11975,-0.8462,-1.0947,A
11976,-0.2550,-0.9858,A
11977,-0.7081,-1.0476,A
11978,-0.6243,-0.2452,A
11979,-0.2006,-0.3967,A
11980,-0.6020,-1.2416,A
11981,-0.6862,-1.7395,A
11982,-1.1695,-1.7304,A
11983,-0.6288,-0.7492,A
11984,-2.3333,-1.1607,A
11985,-1.0528,-2.5640,A
11986,-2.3362,-0.8683,A
11987,-0.6071,-0.6001,A
11988,-1.3739,-0.6361,A
11989,-1.0560,-2.1880,A
11990,-1.7641,-0.8144,A
11991,-2.5378,-1.7418,A
11992,-1.0924,-1.0854,A
11993,-1.5205,-0.9410,A
11994,-1.7221,-0.3984,A
11995,-2.0185,-1.3150,A
11996,0.0154,-1.3591,A
11997,-1.5299,-0.3302,A
11998,0.5952,-0.9296,A
11999,0.4044,0.1572,A
12000,-0.9306,-2.0652,A
12001,-1.1631,-1.0095,A
12002,-1.9523,-1.6212,A
12003,-0.6126,-1.1986,A
12004,0.2076,-2.4458,A
12005,-1.1278,-2.1457,A
12006,-1.2642,-0.3347,A
12007,-0.7282,0.0357,A
12008,-0.2892,-1.0658,A
12009,-0.6010,-0.8045,A
12010,-0.5324,-0.6640,A
12011,-1.3201,-1.6034,A
12012,-1.3550,-0.8669,A
12013,-1.2609,-0.6253,A
12014,-1.3374,-1.3602,A
12015,-0.0468,-0.9950,A
12016,-0.7475,-0.2656,A
12017,-0.8409,-1.7379,A
12018,-2.0617,-1.9849,A
12019,0.1325,-2.8314,A
12020,-1.0491,-0.4882,A
12021,-0.8312,-1.4505,A
12022,0.1146,-1.7083,A
12023,-1.7289,-1.9562,A
12024,-1.6208,-2.2954,A
12025,-0.0175,-1.0527,A
12026,-1.1070,-0.0097,A
12027,-1.7074,-0.7064,A
12028,-1.8498,-0.7823,A
12029,-1.5639,-1.9113,A
12030,-0.8891,-1.3317,A
12031,-0.6282,-1.4813,A
12032,-0.2397,-1.0350,A
12033,-0.0246,-0.5162,A
12034,-1.0751,0.0435,A
12035,-1.4212,-0.3342,A
12036,-1.3420,-1.5819,A
12037,-0.8961,-1.0376,A
12038,-1.9287,-0.7138,A
12039,-0.5865,-1.2959,A
12040,-0.1637,-1.1262,A
12041,-1.2207,-1.2335,A
12042,-1.2038,-0.8510,A
12043,-0.9484,-1.5818,A
12044,0.2466,-1.4565,A
12045,-0.0403,-0.8583,A
12046,0.0017,-0.6105,A
12047,-1.5326,-0.0790,A
12048,-1.7020,0.4771,A
12049,-0.2899,0.1783,A
12050,-1.1679,-0.9641,A
12051,-1.3743,-1.6219,A
12052,-0.7859,-0.3912,A
12053,-1.3026,-0.3084,A
12054,-0.6715,-0.5982,A
12055,0.0996,-1.3674,A
12056,-0.6553,-0.3938,A
12057,-1.0100,0.3895,A
12058,-0.2311,-1.7165,A
12059,-0.4387,-1.8862,A
12060,-1.6491,-0.9774,A
12061,-0.5850,-1.3478,A
12062,-0.4759,-0.1999,A
12063,-0.8606,-1.2220,A
12064,-0.9509,-0.8879,A
12065,-1.7084,-1.6039,A
12066,-0.8105,-0.7738,A
12067,0.2948,-1.2075,A
12068,-0.7843,-0.3852,A
12069,-0.5652,-1.1719,A
12070,-1.0697,-0.7693,A
12071,-1.9659,-1.2075,A
12072,0.6243,-1.4372,A
12073,-1.3748,-0.3022,A
12074,0.0799,-2.0031,A
12075,0.2383,-1.3867,A
12076,-1.0099,-1.0626,A
12077,-1.4343,-2.1038,A
12078,-1.9211,0.2780,A
12079,-1.0205,-0.2295,A
12080,-0.8997,-1.7493,A
12081,-0.0776,-0.1937,A
12082,-1.1139,-1.3344,A
12083,-0.9461,-1.2593,A
12084,-2.1097,0.7131,A
12085,-0.9456,-2.3026,A
12086,-0.8200,-1.3291,A
12087,-1.2034,-1.4325,A
12088,-0.9808,-1.5265,A
12089,-0.4318,-2.3964,A
12090,-0.3227,-1.4579,A
12091,-0.1154,-1.3411,A
12092,-0.3800,-0.7286,A
12093,-1.2009,-0.2989,A
12094,-0.4137,-0.6258,A
12095,-0.5473,0.0182,A
12096,-0.4495,-0.6450,A
12097,-1.1781,-0.1420,A
12098,-1.5084,-1.8582,A
12099,-1.1584,-1.2538,A
12100,-2.4035,-1.0042,A
12101,-0.7211,-0.6115,A
12102,-0.9790,-1.4343,A
12103,0.1467,-1.5003,A
12104,-0.4711,1.0841,A
12105,-1.4141,-1.4549,A
12106,-2.9126,-1.2795,A
12107,-0.8918,-1.5775,A
12108,-2.1118,-1.7555,A
12109,-1.2325,-0.3249,A
12110,-1.9207,-1.1303,A
12111,-0.7102,-1.7733,A
12112,-1.3577,-1.1257,A
12113,-1.2285,-0.9979,A
12114,-0.0438,-1.2809,A
12115,-1.5972,-2.1670,A
12116,-0.4076,-0.4698,A
12117,0.2087,-0.4804,A
12118,-0.9924,-1.4217,A
12119,-0.8609,-0.7587,A
12120,-1.2408,-1.5790,A
12121,-1.2117,-0.4459,A
12122,-0.3895,-1.2786,A
12123,-0.3181,-1.5577,A
12124,-1.1394,-0.7164,A
12125,-0.3467,-1.4078,A
12126,-1.0585,-1.6502,A
12127,-1.7583,-0.7631,A
12128,-1.7503,0.1334,A
12129,-0.8472,-0.1337,A
12130,-0.9137,-0.1023,A
12131,0.1929,-1.0570,A
12132,-0.7096,-2.6486,A
12133,0.1219,-0.8679,A
12134,-1.5607,-0.6358,A
12135,-0.6384,-0.3632,A
12136,-1.7325,0.6195,A
12137,-1.5451,-1.8512,A
12138,-1.1979,-1.9666,A
12139,-1.0966,-2.1484,A
12140,-0.4195,-0.5454,A
12141,-1.0095,-0.4875,A
12142,-1.3578,-1.6593,A
12143,-0.1584,-0.8925,A
12144,-1.4532,-1.4537,A
12145,-1.2879,-1.2112,A
12146,0.1630,-0.9347,A
12147,-1.6526,-0.7677,A
12148,-0.9631,-0.5223,A
12149,-0.2323,-2.2768,A
12150,-1.3827,-0.8483,A
12151,-1.0320,0.5012,A
12152,-1.9722,-1.4415,A
12153,-2.2897,-1.8520,A
12154,-1.1345,-0.5704,A
12155,-0.5964,-2.0390,A
12156,-0.9708,-2.1695,A
12157,-2.3079,-0.7990,A
12158,-0.2399,0.0118,A
12159,-1.6110,-0.5726,A
