Id,X,Y,Group,Weight
22277,0.5643,-0.4165,Main,0.235
22278,-0.0643,-0.6384,Main,0.041
22279,-0.6094,0.1815,Main,0.111
22280,0.0285,1.3084,Main,0.037
22281,-0.6541,-2.1725,Main,1.421
22282,0.4852,-0.1894,Main,0.092
22283,-0.0905,0.6172,Main,0.056
22284,-0.5244,-0.9281,Main,0.487
22285,1.4680,0.4233,Main,0.621
22286,1.1811,-0.2878,Main,0.340
22287,0.5015,-1.0810,Main,0.542
22288,-0.8693,-1.0049,Main,0.874
22289,0.3920,0.4712,Main,0.185
22290,0.9168,0.1086,Main,0.100
22291,-0.3322,0.4381,Main,0.146
22292,0.7339,-0.0813,Main,0.060
22293,0.4784,0.1309,Main,0.063
22294,1.0016,1.1536,Main,1.155
22295,0.4766,-0.3903,Main,0.186
22296,-0.5073,0.6623,Main,0.336
22297,-1.1006,2.6604,Main,2.928
22298,0.8780,1.4567,Main,1.279
22299,-0.5463,0.1514,Main,0.083
22300,0.1006,-0.6172,Main,0.062
22301,-0.0544,1.2628,Main,0.069
22302,0.7988,-1.2492,Main,0.998
22303,-1.0095,0.0468,Main,0.047
22304,-0.0259,-0.3679,Main,0.010
22305,-0.0544,-0.5582,Main,0.030
22306,0.2615,0.9776,Main,0.256
22307,0.5909,-0.1422,Main,0.084
22308,-2.7107,1.0993,Main,2.980
22309,0.1450,-0.0052,Main,0.001
22310,0.4812,-0.6785,Main,0.326
22311,0.5203,-0.2062,Main,0.107
22312,-0.2312,-0.7110,Main,0.164
22313,0.2219,-0.0502,Main,0.011
22314,0.4095,0.7266,Main,0.298
22315,-0.7571,-0.0920,Main,0.070
22316,-0.4017,0.2655,Main,0.107
22317,-1.5441,-0.9138,Main,1.411
22318,1.2980,-0.2255,Main,0.293
22319,0.2986,-1.0626,Main,0.317
22320,-0.6377,0.0061,Main,0.004
22321,3.3624,0.5994,Main,2.015
22322,0.3993,-2.1178,Main,0.846
22323,1.1448,0.8645,Main,0.990
22324,0.6184,0.9918,Main,0.613
22325,1.5353,0.0406,Main,0.062
22326,0.5642,-0.1581,Main,0.089
22327,-1.6625,0.0492,Main,0.082
22328,-0.9883,1.2087,Main,1.195
22329,0.9200,-1.8301,Main,1.684
22330,-0.2998,-1.0162,Main,0.305
22331,-0.0668,0.1414,Main,0.009
22332,0.0692,0.1771,Main,0.012
22333,-0.0625,1.0913,Main,0.068
22334,-0.4811,-0.3060,Main,0.147
22335,2.3317,1.1318,Main,2.639
22336,2.4599,0.3533,Main,0.869
22337,-0.7744,-0.5310,Main,0.411
22338,-0.4139,0.4845,Main,0.201
22339,-0.9262,0.6420,Main,0.595
22340,0.5542,-0.4721,Main,0.262
22341,1.6381,-0.6990,Main,1.145
22342,1.6136,0.3977,Main,0.642
22343,-1.7885,0.2792,Main,0.499
22344,0.4924,1.0727,Main,0.528
22345,0.8344,1.0537,Main,0.879
22346,0.1199,-1.9341,Main,0.232
22347,0.2390,-1.4811,Main,0.354
22348,0.7236,1.1413,Main,0.826
22349,-0.0443,-0.4850,Main,0.021
22350,-1.0820,1.6226,Main,1.756
22351,0.7430,0.3441,Main,0.256
22352,0.1931,0.4181,Main,0.081
22353,-1.2675,0.3465,Main,0.439
22354,0.3306,1.0186,Main,0.337
22355,-0.5723,0.6486,Main,0.371
22356,1.3476,-0.4597,Main,0.619
22357,0.1345,0.1250,Main,0.017
22358,-1.6249,0.0939,Main,0.153
22359,-1.0999,-0.0550,Main,0.061
22360,0.3584,-0.5721,Main,0.205
22361,-2.1370,0.5669,Main,1.211
22362,-1.0997,-0.1236,Main,0.136
22363,-0.2721,0.4018,Main,0.109
22364,-0.0503,-1.0804,Main,0.054
22365,-1.7492,0.2028,Main,0.355
22366,1.5531,0.4108,Main,0.638
22367,1.0418,-0.5740,Main,0.598
22368,1.3301,1.4024,Main,1.865
22369,-0.1709,0.3796,Main,0.065
22370,-0.5858,1.0254,Main,0.601
22371,1.7986,-0.6045,Main,1.087
22372,1.1617,2.9520,Main,3.429
22373,0.7930,-0.2519,Main,0.200
22374,-0.3541,0.0226,Main,0.008
22375,-0.1463,-0.7712,Main,0.113
22376,-0.2875,1.2149,Main,0.349
22377,-1.5045,-0.7917,Main,1.191
22378,-0.2404,1.1551,Main,0.278
22379,-0.7864,0.3165,Main,0.249
22380,-0.5457,0.9984,Main,0.545
22381,0.1132,-0.3051,Main,0.035
22382,-0.0688,-0.3899,Main,0.027
22383,0.7839,1.5806,Main,1.239
22384,1.5694,-1.2361,Main,1.940
22385,0.7587,0.5965,Main,0.453
22386,0.4325,-1.7378,Main,0.752
22387,1.4912,0.6008,Main,0.896
22388,0.1835,0.5880,Main,0.108
22389,0.2659,-0.0717,Main,0.019
22390,-0.9597,0.4320,Main,0.415
22391,1.1561,-0.4767,Main,0.551
22392,-0.9635,1.0409,Main,1.003
22393,0.1967,0.2202,Main,0.043
22394,0.4981,-0.3151,Main,0.157
22395,-0.4067,-2.5852,Main,1.051
22396,-0.9259,0.4612,Main,0.427
22397,-1.5091,-0.7981,Main,1.204
22398,0.9038,-1.6142,Main,1.459
22399,-1.4393,0.1901,Main,0.274
22400,0.8406,0.6445,Main,0.542
22401,-0.3153,1.5574,Main,0.491
22402,-1.3521,-0.3391,Main,0.458
22403,-0.8264,1.1861,Main,0.980
22404,-1.0869,0.3302,Main,0.359
22405,-1.1486,0.4958,Main,0.569
22406,-0.7576,-0.0023,Main,0.002
22407,-0.2813,0.7468,Main,0.210
22408,-0.7985,0.9967,Main,0.796
22409,-0.3657,-1.0548,Main,0.386
22410,-0.4368,-0.3499,Main,0.153
22411,-0.4844,-0.0765,Main,0.037
22412,0.6505,0.7270,Main,0.473
22413,-0.0192,0.0291,Main,0.001
22414,-0.7056,0.2888,Main,0.204
22415,0.1142,1.8444,Main,0.211
22416,0.7029,0.7974,Main,0.561
22417,-0.1484,-0.6205,Main,0.092
22418,-0.4654,-0.8577,Main,0.399
22419,0.8884,0.4401,Main,0.391
22420,0.0212,-2.0765,Main,0.044
22421,0.9977,-2.0341,Main,2.029
22422,0.7194,-0.8959,Main,0.645
22423,-0.0353,0.3591,Main,0.013
22424,1.1393,-0.6088,Main,0.694
22425,2.0443,1.2006,Main,2.454
22426,-0.3200,-1.1424,Main,0.366
22427,0.9190,0.9595,Main,0.882
22428,-1.0805,-1.9730,Main,2.132
22429,-0.6359,0.1945,Main,0.124
22430,0.3688,-0.8395,Main,0.310
22431,-1.6892,1.0328,Main,1.745
22432,0.7351,1.5705,Main,1.154
22433,0.1372,1.2230,Main,0.168
22434,0.0172,-1.0216,Main,0.018
22435,0.6663,0.3901,Main,0.260
22436,1.1739,0.2725,Main,0.320
22437,0.4166,0.4779,Main,0.199
22438,0.0495,-0.1987,Main,0.010
22439,-0.5680,1.1017,Main,0.626
22440,-0.0769,0.0143,Main,0.001
22441,0.5212,0.1431,Main,0.075
22442,0.7004,1.0042,Main,0.703
22443,0.8271,0.3013,Main,0.249
22444,-0.4664,0.4934,Main,0.230
22445,1.7974,-0.0573,Main,0.103
22446,1.0274,1.0228,Main,1.051
22447,0.6238,-0.1579,Main,0.098
22448,0.8805,2.7955,Main,2.461
22449,-1.3303,1.7896,Main,2.381
22450,-1.8129,-1.2229,Main,2.217
22451,-0.2626,1.3006,Main,0.342
22452,-0.0251,-1.5612,Main,0.039
22453,-1.0485,-0.3115,Main,0.327
22454,1.8039,-1.2454,Main,2.246
22455,0.4179,-0.1486,Main,0.062
22456,-0.0893,1.6571,Main,0.148
22457,0.1702,1.1520,Main,0.196
22458,-0.5652,-1.0042,Main,0.568
22459,-1.1199,0.4138,Main,0.463
22460,1.2878,-0.3651,Main,0.470
22461,-1.2151,0.4698,Main,0.571
22462,1.9832,-0.5352,Main,1.061
22463,0.5034,1.6696,Main,0.841
22464,-0.4222,3.3546,Main,1.416
22465,0.6853,-0.6969,Main,0.478
22466,-0.7554,0.0787,Main,0.059
22467,-0.0959,-0.5049,Main,0.048
22468,0.6490,0.8360,Main,0.543
22469,-2.4215,0.5806,Main,1.406
22470,0.0597,0.7364,Main,0.044
22471,0.8308,0.8561,Main,0.711
22472,0.4220,0.9121,Main,0.385
22473,1.3973,-0.5621,Main,0.785
22474,0.6611,0.0033,Main,0.002
22475,-1.0181,1.3930,Main,1.418
22476,0.7264,1.8140,Main,1.318
22477,0.5686,1.2804,Main,0.728
22478,0.9772,-0.0273,Main,0.027
22479,-0.4963,-1.0686,Main,0.530
22480,-1.8238,0.2418,Main,0.441
22481,-0.2386,0.5608,Main,0.134
22482,1.0937,-1.0238,Main,1.120
22483,0.3504,-0.7050,Main,0.247
22484,-2.2174,0.0867,Main,0.192
22485,0.7146,2.2367,Main,1.598
22486,1.1111,0.1524,Main,0.169
22487,0.3651,0.4168,Main,0.152
22488,-0.5047,-0.0875,Main,0.044
22489,-0.5892,0.8248,Main,0.486
22490,-0.6576,0.9132,Main,0.601
22491,-0.5067,1.1765,Main,0.596
22492,-0.7963,1.3926,Main,1.109
22493,0.8077,0.9272,Main,0.749
22494,0.2740,1.0102,Main,0.277
22495,-0.6865,-0.8787,Main,0.603
22496,0.1781,0.8178,Main,0.146
22497,-0.7837,1.1893,Main,0.932
22498,-0.0503,0.4336,Main,0.022
22499,-0.4771,0.9039,Main,0.431
22500,1.1160,-0.4438,Main,0.495
22501,-0.9445,-0.3493,Main,0.330
22502,0.6548,-0.6883,Main,0.451
22503,-1.6391,-1.3136,Main,2.153
22504,-1.3648,-0.5024,Main,0.686
22505,-2.0638,-0.5276,Main,1.089
22506,-0.8505,-0.3006,Main,0.256
22507,-1.9398,1.9342,Main,3.752
22508,0.2417,-0.3836,Main,0.093
22509,-0.9177,-0.3260,Main,0.299
22510,0.5510,-0.3885,Main,0.214
22511,0.8347,0.3841,Main,0.321
22512,-0.5441,-0.7691,Main,0.418
22513,0.1276,-1.5722,Main,0.201
22514,2.1425,-1.1276,Main,2.416
22515,-2.0213,-0.3285,Main,0.664
22516,-0.9049,-0.4176,Main,0.378
22517,-0.5798,-0.6451,Main,0.374
22518,-0.7015,0.7487,Main,0.525
22519,-0.2618,-0.5605,Main,0.147
22520,-0.1690,0.7391,Main,0.125
22521,1.2169,0.2652,Main,0.323
22522,-0.6384,-1.5083,Main,0.963
22523,-0.0960,-2.1132,Main,0.203
22524,0.8086,0.5656,Main,0.457
22525,1.3807,-0.3605,Main,0.498
22526,0.1223,-0.4442,Main,0.054
22527,-0.7174,-0.8064,Main,0.578
22528,-1.0647,-0.0273,Main,0.029
22529,0.5649,-0.7875,Main,0.445
22530,2.4542,-0.0040,Main,0.010
22531,0.0703,-0.9186,Main,0.065
22532,-1.5559,-0.0020,Main,0.003
22533,-0.5809,0.9276,Main,0.539
22534,-0.0393,-0.3252,Main,0.013
22535,-3.1005,-0.7195,Main,2.231
22536,0.4917,0.3732,Main,0.184
22537,0.3033,-1.2747,Main,0.387
22538,0.5636,0.7064,Main,0.398
22539,-0.5921,0.2179,Main,0.129
22540,-0.7152,-1.5285,Main,1.093
22541,2.0843,-0.5371,Main,1.119
22542,-0.0046,1.2311,Main,0.006
22543,-0.5171,0.8741,Main,0.452
22544,-0.8609,0.8297,Main,0.714
22545,0.6656,1.8969,Main,1.263
22546,1.3045,-0.2973,Main,0.388
22547,0.5322,1.7111,Main,0.911
22548,1.4620,0.2769,Main,0.405
22549,-1.5487,-0.6894,Main,1.068
22550,-0.0646,-0.3117,Main,0.020
22551,0.4569,0.3734,Main,0.171
22552,-0.3738,-0.0048,Main,0.002
22553,1.1547,-0.2819,Main,0.326
22554,0.1550,0.9857,Main,0.153
22555,-0.4315,-1.0044,Main,0.433
22556,0.2655,0.6256,Main,0.166
22557,-1.1074,1.2765,Main,1.414
22558,1.5445,1.4837,Main,2.292
22559,-0.0719,0.9272,Main,0.067
22560,0.4294,0.9142,Main,0.393
22561,0.7259,-0.1712,Main,0.124
22562,-1.6474,-0.9043,Main,1.490
22563,-0.1519,-0.4577,Main,0.070
22564,-0.2588,0.4580,Main,0.119
22565,-1.3935,-0.9837,Main,1.371
22566,-1.3308,1.7543,Main,2.335
22567,-0.2423,-1.1902,Main,0.288
22568,2.2527,0.2499,Main,0.563
22569,0.0968,0.5081,Main,0.049
22570,1.0005,1.9106,Main,1.912
22571,0.9255,-1.1485,Main,1.063
22572,1.7117,0.9767,Main,1.672
22573,-0.1645,0.1960,Main,0.032
22574,-0.2067,-0.0336,Main,0.007
22575,-1.4738,-1.3246,Main,1.952
22576,-0.4284,-0.0209,Main,0.009
22577,-1.6419,0.5983,Main,0.982
22578,-0.6025,0.3233,Main,0.195
22579,2.4809,-0.1238,Main,0.307
22580,0.1313,-0.9304,Main,0.122
22581,-1.0589,1.6668,Main,1.765
22582,-0.5391,-0.4524,Main,0.244
22583,2.4073,0.8363,Main,2.013
22584,-0.3629,-1.0949,Main,0.397
22585,0.4814,0.2807,Main,0.135
22586,1.1388,0.5947,Main,0.677
22587,1.5059,0.0480,Main,0.072
22588,-1.1536,-0.5523,Main,0.637
22589,-0.3374,0.6171,Main,0.208
22590,-0.5574,1.0502,Main,0.585
22591,0.5035,1.7799,Main,0.896
22592,-1.4240,0.0852,Main,0.121
22593,0.7612,-0.3218,Main,0.245
22594,0.4047,-1.7942,Main,0.726
22595,0.2168,0.3681,Main,0.080
22596,1.4620,1.4792,Main,2.163
22597,0.4046,-0.4831,Main,0.195
22598,2.0992,0.4835,Main,1.015
22599,-1.9531,-1.0663,Main,2.083
22600,1.6518,-0.3560,Main,0.588
22601,-0.4866,0.3149,Main,0.153
22602,-0.8627,-0.4072,Main,0.351
22603,-0.6580,0.0891,Main,0.059
22604,1.0546,1.9626,Main,2.070
22605,-0.6454,1.4455,Main,0.933
22606,-0.4991,0.3795,Main,0.189
22607,-1.7262,-0.1440,Main,0.249
22608,1.8898,-0.6529,Main,1.234
22609,-1.1120,-0.6118,Main,0.680
22610,1.2713,-0.3961,Main,0.504
22611,0.0978,0.2173,Main,0.021
22612,0.8338,0.9501,Main,0.792
22613,-0.0444,1.0174,Main,0.045
22614,-0.8440,0.7045,Main,0.595
22615,-1.6475,-0.1418,Main,0.234
22616,0.1618,2.5369,Main,0.410
22617,-0.3106,0.7216,Main,0.224
22618,1.2482,1.7546,Main,2.190
22619,-1.5444,-0.8930,Main,1.379
22620,0.0010,-0.3275,Main,0.000
22621,1.4765,0.7816,Main,1.154
22622,-1.0744,0.6129,Main,0.659
22623,0.6171,-0.9683,Main,0.597
22624,-0.3994,-0.3896,Main,0.156
22625,0.1625,-0.8430,Main,0.137
22626,-1.5125,-0.6967,Main,1.054
22627,0.0485,-0.0671,Main,0.003
22628,0.7319,-0.7457,Main,0.546
22629,-0.4809,0.4703,Main,0.226
22630,0.8804,-0.3595,Main,0.317
22631,-0.2507,0.2101,Main,0.053
22632,-1.2861,-0.6712,Main,0.863
22633,0.7485,-0.7823,Main,0.586
22634,-1.5715,2.2731,Main,3.572
22635,1.3222,0.4173,Main,0.552
22636,0.0772,1.1476,Main,0.089
22637,-0.4797,2.7967,Main,1.342
22638,-0.2419,-0.3962,Main,0.096
22639,-0.0422,0.4511,Main,0.019
22640,-0.8810,1.0197,Main,0.898
22641,0.4258,0.4148,Main,0.177
22642,-0.4659,1.4915,Main,0.695
22643,-1.2694,0.0562,Main,0.071
22644,-1.0534,-0.3944,Main,0.416
22645,0.5729,-0.2608,Main,0.149
22646,0.9774,2.4957,Main,2.439
22647,-0.5881,0.3779,Main,0.222
22648,0.8907,1.1335,Main,1.010
22649,2.6075,-1.0942,Main,2.853
22650,-0.0615,-1.4144,Main,0.087
22651,0.7216,0.8961,Main,0.647
22652,-0.3322,-2.4281,Main,0.807
22653,0.8669,0.4576,Main,0.397
22654,-0.4887,0.3746,Main,0.183
22655,0.4209,-1.0687,Main,0.450
22656,1.5095,0.5282,Main,0.797
22657,3.2190,1.2229,Main,3.936
22658,1.4958,0.0922,Main,0.138
22659,0.9674,-1.6504,Main,1.597
22660,0.4456,-0.0265,Main,0.012
22661,1.4823,-0.2309,Main,0.342
22662,0.0683,0.0902,Main,0.006
22663,0.0403,-1.7108,Main,0.069
22664,1.8482,-1.9046,Main,3.520
22665,0.0936,0.5105,Main,0.048
22666,0.1437,-0.7807,Main,0.112
22667,0.9203,0.5509,Main,0.507
22668,-0.7552,0.4372,Main,0.330
22669,-1.8882,0.2583,Main,0.488
22670,-0.4236,0.8548,Main,0.362
22671,-0.6413,-0.3397,Main,0.218
22672,1.4301,-2.6823,Main,3.836
22673,-0.0156,-1.5811,Main,0.025
22674,1.3926,-1.6042,Main,2.234
22675,0.7004,0.3954,Main,0.277
22676,0.6821,-0.1212,Main,0.083
22677,-1.6700,-1.0224,Main,1.707
22678,-1.3977,-0.4876,Main,0.682
22679,0.5355,0.6015,Main,0.322
22680,-0.4370,-0.3575,Main,0.156
22681,0.0143,1.6782,Main,0.024
22682,-0.4409,-0.4479,Main,0.197
22683,-0.6558,-0.1483,Main,0.097
22684,-0.4771,-0.3862,Main,0.184
22685,-1.1984,-0.1044,Main,0.125
22686,-0.4206,0.8620,Main,0.363
22687,0.3234,-0.7889,Main,0.255
22688,-1.0438,-0.0440,Main,0.046
22689,-0.1654,-1.0651,Main,0.176
22690,-0.6041,0.0700,Main,0.042
22691,0.2339,-0.5268,Main,0.123
22692,0.2686,1.2836,Main,0.345
22693,-0.8904,-0.0008,Main,0.001
22694,1.3122,0.5331,Main,0.700
22695,-0.3093,0.7881,Main,0.244
22696,0.1113,2.6918,Main,0.299
22697,1.7214,-0.3638,Main,0.626
22698,0.7469,-1.1173,Main,0.835
22699,0.0483,0.5026,Main,0.024
22700,-0.8846,0.7062,Main,0.625
22701,0.6429,-1.6158,Main,1.039
22702,0.2677,-0.3752,Main,0.100
22703,-0.0323,0.2652,Main,0.009
22704,1.1581,0.3475,Main,0.402
22705,0.3877,0.9886,Main,0.383
22706,1.9260,0.7483,Main,1.441
22707,-0.9102,0.2222,Main,0.202
22708,1.3606,0.5613,Main,0.764
22709,2.0045,-0.4661,Main,0.934
22710,0.2849,-0.1116,Main,0.032
22711,0.5631,-0.3068,Main,0.173
22712,0.9368,1.4321,Main,1.342
22713,1.9349,-1.8613,Main,3.601
22714,-0.0638,1.0140,Main,0.065
22715,-1.0717,1.3539,Main,1.451
22716,0.9151,-0.1809,Main,0.166
22717,-0.9456,-0.3765,Main,0.356
22718,0.2850,1.1287,Main,0.322
22719,1.4004,-1.2873,Main,1.803
22720,0.2181,-0.3887,Main,0.085
22721,-0.5540,0.1784,Main,0.099
22722,0.3987,0.0804,Main,0.032
22723,-0.0847,-0.1641,Main,0.014
22724,2.3475,0.8193,Main,1.923
22725,1.1214,-1.2105,Main,1.358
22726,-0.4946,0.1565,Main,0.077
22727,1.5877,-0.0472,Main,0.075
22728,0.3069,1.2769,Main,0.392
22729,-0.0466,-0.1916,Main,0.009
22730,0.8558,1.5558,Main,1.331
22731,0.0223,0.5030,Main,0.011
22732,-1.2514,0.8522,Main,1.066
22733,-0.8212,1.1909,Main,0.978
22734,-1.1228,-1.2307,Main,1.382
22735,0.1315,0.4218,Main,0.055
22736,-1.4730,0.4545,Main,0.669
22737,-0.7210,-0.0124,Main,0.009
22738,-0.4877,0.7001,Main,0.341
22739,-2.2887,-0.6180,Main,1.414
22740,-0.4714,-0.8721,Main,0.411
22741,-3.0508,-0.1775,Main,0.541
22742,0.1349,-0.8102,Main,0.109
22743,-0.3176,-0.1018,Main,0.032
22744,0.8007,-0.3430,Main,0.275
22745,0.8738,-0.4044,Main,0.353
22746,-0.2648,0.9468,Main,0.251
22747,0.3723,0.4402,Main,0.164
22748,1.6419,-1.0035,Main,1.648
22749,-0.1744,0.1310,Main,0.023
22750,-0.1638,1.5437,Main,0.253
22751,-0.9982,-0.4468,Main,0.446
22752,0.3783,0.4460,Main,0.169
22753,-0.6906,-0.2503,Main,0.173
22754,0.7107,0.7392,Main,0.525
22755,0.6997,0.8131,Main,0.569
22756,0.8127,1.6880,Main,1.372
22757,-0.9961,0.9569,Main,0.953
22758,1.6166,1.5553,Main,2.514
22759,1.1409,0.7350,Main,0.839
22760,-0.4591,0.1295,Main,0.059
22761,0.8432,0.1085,Main,0.091
22762,-0.0374,1.7243,Main,0.064
22763,0.5509,0.6306,Main,0.347
22764,0.1567,-0.8340,Main,0.131
22765,-1.0063,-1.2434,Main,1.251
22766,0.6655,0.0177,Main,0.012
22767,1.3916,-0.7053,Main,0.981
22768,-0.0064,-0.5570,Main,0.004
22769,1.1163,-0.6578,Main,0.734
22770,0.4722,0.1965,Main,0.093
22771,-2.5511,-0.1321,Main,0.337
22772,-1.4074,1.1319,Main,1.593
22773,1.2452,-1.2748,Main,1.587
22774,-0.2998,0.5557,Main,0.167
22775,0.2710,-0.0401,Main,0.011
22776,-2.2539,0.4106,Main,0.925
22777,-1.0035,0.2154,Main,0.216
22778,-0.5827,0.3031,Main,0.177
22779,-0.1585,-0.0652,Main,0.010
22780,-2.3274,-0.1153,Main,0.268
22781,1.1576,0.6254,Main,0.724
22782,0.4059,0.5204,Main,0.211
22783,0.2269,-0.0206,Main,0.005
22784,0.9659,-0.0500,Main,0.048
22785,0.9506,0.5806,Main,0.552
22786,0.2507,-0.3260,Main,0.082
22787,0.7648,-2.0686,Main,1.582
22788,-1.8497,-0.5853,Main,1.083
22789,1.4593,1.8107,Main,2.642
22790,0.0250,-1.4660,Main,0.037
22791,0.4198,1.5560,Main,0.653
22792,-0.0891,-0.2007,Main,0.018
22793,0.1414,-0.2529,Main,0.036
22794,2.0851,-1.4998,Main,3.127
22795,1.6530,1.7806,Main,2.943
22796,0.8145,0.2734,Main,0.223
22797,-0.2420,-0.7210,Main,0.174
22798,0.5188,0.8854,Main,0.459
22799,-2.2894,-0.9114,Main,2.087
22800,-0.4362,0.3443,Main,0.150
22801,-0.1888,0.5352,Main,0.101
22802,-1.6309,1.0306,Main,1.681
22803,-3.1348,-0.6792,Main,2.129
22804,-0.3662,-0.1231,Main,0.045
22805,-0.9307,-0.4141,Main,0.385
22806,0.1176,-1.9666,Main,0.231
22807,-0.7102,-2.0045,Main,1.424
22808,0.3422,-0.3710,Main,0.127
22809,-1.8111,-0.2434,Main,0.441
22810,-0.1131,1.0184,Main,0.115
22811,-0.4229,2.0261,Main,0.857
22812,0.0678,-0.3773,Main,0.026
22813,-1.7876,-0.9442,Main,1.688
22814,2.6309,-0.2442,Main,0.642
22815,-1.0511,0.1892,Main,0.199
22816,-0.4273,1.7477,Main,0.747
22817,-0.5480,-0.5350,Main,0.293
22818,0.4477,0.7375,Main,0.330
22819,-0.2695,-0.6962,Main,0.188
22820,-0.6438,1.3929,Main,0.897
22821,1.1630,-0.7577,Main,0.881
22822,-1.3562,1.4442,Main,1.959
22823,-1.5451,0.0139,Main,0.021
22824,0.1501,-0.0523,Main,0.008
22825,-0.4202,0.5726,Main,0.241
22826,-2.2391,0.5334,Main,1.194
22827,0.1818,-2.3206,Main,0.422
22828,1.3637,0.8889,Main,1.212
22829,1.4017,-0.6669,Main,0.935
22830,-0.1467,0.3325,Main,0.049
22831,-0.6564,0.3649,Main,0.240
22832,0.9936,0.9872,Main,0.981
22833,0.1518,1.5593,Main,0.237
22834,0.4607,-0.5045,Main,0.232
22835,-0.3371,-0.5918,Main,0.200
22836,0.2819,-1.3579,Main,0.383
22837,0.6591,1.6330,Main,1.076
22838,-1.8954,1.0987,Main,2.083
22839,-1.5022,0.6336,Main,0.952
22840,-0.3225,-1.2252,Main,0.395
22841,-1.8635,0.4428,Main,0.825
22842,1.1311,-0.6514,Main,0.737
22843,-1.1339,1.8059,Main,2.048
22844,0.6652,-0.6006,Main,0.400
22845,0.0546,-2.2667,Main,0.124
22846,-0.9736,0.9295,Main,0.905
22847,-0.9419,0.6477,Main,0.610
22848,-0.0710,-1.9505,Main,0.138
22849,1.8343,1.0808,Main,1.983
22850,-1.6110,-0.8512,Main,1.371
22851,-0.0158,1.2020,Main,0.019
22852,-0.2044,-0.3004,Main,0.061
22853,0.7512,-0.6445,Main,0.484
22854,-0.0933,-0.6821,Main,0.064
22855,0.6569,0.5692,Main,0.374
22856,-1.2806,-0.3168,Main,0.406
22857,-0.0402,-0.4215,Main,0.017
22858,0.0770,-2.1131,Main,0.163
22859,-0.9785,-0.0371,Main,0.036
22860,1.4394,2.0320,Main,2.925
22861,-0.7930,1.1902,Main,0.944
22862,-1.0551,0.2096,Main,0.221
22863,0.2659,1.0937,Main,0.291
22864,-0.1219,1.3852,Main,0.169
22865,0.7539,-0.1215,Main,0.092
22866,-1.6837,0.5550,Main,0.934
22867,1.0167,-2.3575,Main,2.397
22868,-0.9097,0.9293,Main,0.845
22869,-1.5058,1.6404,Main,2.470
22870,-1.3759,-0.9513,Main,1.309
22871,-2.1994,-1.2156,Main,2.674
22872,1.0665,-1.2397,Main,1.322
22873,1.4424,-0.5730,Main,0.826
22874,-1.4671,-0.6924,Main,1.016
22875,0.0017,-1.4329,Main,0.002
22876,-0.2326,0.7061,Main,0.164
22877,0.9405,-0.6825,Main,0.642
22878,-0.3160,-0.9488,Main,0.300
22879,-0.7322,-1.1931,Main,0.874
22880,0.7039,0.5160,Main,0.363
22881,-0.9639,0.8539,Main,0.823
22882,1.7760,0.0420,Main,0.075
22883,0.7486,1.7566,Main,1.315
22884,-0.5278,-1.4188,Main,0.749
22885,-0.7405,-1.2394,Main,0.918
22886,-0.8278,-2.1535,Main,1.783
22887,-0.1001,-0.3385,Main,0.034
22888,0.7159,0.1301,Main,0.093
22889,0.8329,-1.1259,Main,0.938
22890,0.5390,1.9379,Main,1.045
22891,-0.3086,-1.6163,Main,0.499
22892,0.6967,0.6778,Main,0.472
22893,-0.3976,-0.4441,Main,0.177
22894,-2.5501,1.3466,Main,3.434
22895,-0.8791,0.4180,Main,0.367
22896,0.6031,-0.8155,Main,0.492
22897,0.1649,-1.4689,Main,0.242
22898,0.5003,-1.4083,Main,0.705
22899,-0.6663,0.8298,Main,0.553
22900,-0.1477,-0.0760,Main,0.011
22901,0.1438,1.4877,Main,0.214
22902,0.7249,2.7265,Main,1.976
22903,0.0013,-0.4497,Main,0.001
22904,-0.4110,-0.1380,Main,0.057
22905,-2.5550,0.4403,Main,1.125
22906,2.7715,1.2913,Main,3.579
22907,-0.3937,0.7428,Main,0.292
22908,1.0394,0.4739,Main,0.493
22909,0.5428,1.2715,Main,0.690
22910,0.4915,0.1826,Main,0.090
22911,1.2235,0.3363,Main,0.412
22912,0.1796,-1.6504,Main,0.296
22913,0.8929,0.4509,Main,0.403
22914,0.2917,2.8125,Main,0.820
22915,0.3403,0.3654,Main,0.124
22916,-0.0958,-0.7295,Main,0.070
22917,0.6323,1.0003,Main,0.633
22918,-1.4571,-0.4948,Main,0.721
22919,-0.1334,-1.7399,Main,0.232
22920,-0.3791,1.0604,Main,0.402
22921,-0.0505,-0.4282,Main,0.022
22922,1.4376,0.2466,Main,0.354
22923,0.8606,0.2846,Main,0.245
22924,0.4007,1.9941,Main,0.799
22925,0.3832,0.6330,Main,0.243
22926,2.1386,-0.1530,Main,0.327
22927,-1.0707,-0.6944,Main,0.744
22928,0.1467,1.4853,Main,0.218
22929,-0.3555,0.1519,Main,0.054
22930,2.1735,-1.2134,Main,2.637
22931,-0.6744,-0.1240,Main,0.084
22932,-1.0825,-1.7997,Main,1.948
22933,0.1165,-1.7971,Main,0.209
22934,0.6670,-0.9287,Main,0.619
22935,2.6823,1.4383,Main,3.858
22936,-0.9950,1.8707,Main,1.861
22937,1.8452,-0.3097,Main,0.571
22938,-1.2663,-1.3399,Main,1.697
22939,-0.9885,0.5203,Main,0.514
22940,1.1291,0.1669,Main,0.188
22941,-1.1765,-1.0994,Main,1.293
22942,0.0201,0.4898,Main,0.010
22943,1.1625,-1.0478,Main,1.218
