Service,Kind,Label,Start,End
billing,retry,retry,2024-03-10 14:24:35,2024-03-10 14:24:36
db-proxy,request,request,2024-03-04 20:13:43,2024-03-04 20:13:44
api-gateway,retry,retry,2024-03-04 17:30:19,2024-03-04 17:30:20
db-proxy,request,request,2024-03-10 04:34:21,2024-03-10 04:34:22
billing,slow-query,slow-query,2024-03-05 16:58:27,2024-03-05 16:58:32
db-proxy,request,request,2024-03-07 02:56:59,2024-03-07 02:57:01
render,timeout,timeout,2024-03-09 21:00:20,2024-03-09 21:00:31
api-gateway,request,request,2024-03-06 07:17:23,2024-03-06 07:17:24
auth,timeout,timeout,2024-03-09 16:23:33,2024-03-09 16:24:00
auth,request,request,2024-03-10 08:23:20,2024-03-10 08:23:22
search,request,request,2024-03-06 21:21:56,2024-03-06 21:21:57
db-proxy,request,request,2024-03-07 07:17:54,2024-03-07 07:17:55
db-proxy,request,request,2024-03-10 08:43:26,2024-03-10 08:43:27
api-gateway,retry,retry,2024-03-04 04:56:56,2024-03-04 04:56:57
search,request,request,2024-03-07 20:07:32,2024-03-07 20:07:33
api-gateway,request,request,2024-03-06 04:12:59,2024-03-06 04:13:00
auth,request,request,2024-03-08 04:20:48,2024-03-08 04:20:48
db-proxy,retry,retry,2024-03-08 08:35:32,2024-03-08 08:35:33
billing,request,request,2024-03-06 20:20:54,2024-03-06 20:20:55
queue,request,request,2024-03-10 21:19:04,2024-03-10 21:19:05
api-gateway,request,request,2024-03-07 09:05:31,2024-03-07 09:05:31
cdn,request,request,2024-03-07 01:02:28,2024-03-07 01:02:29
billing,slow-query,slow-query,2024-03-08 03:46:12,2024-03-08 03:46:17
db-proxy,slow-query,slow-query,2024-03-07 12:46:06,2024-03-07 12:46:10
search,request,request,2024-03-10 08:55:30,2024-03-10 08:55:30
search,request,request,2024-03-06 01:28:01,2024-03-06 01:28:02
auth,timeout,timeout,2024-03-07 16:24:16,2024-03-07 16:24:29
queue,request,request,2024-03-07 02:55:41,2024-03-07 02:55:42
queue,request,request,2024-03-04 08:59:19,2024-03-04 08:59:20
api-gateway,request,request,2024-03-10 15:43:31,2024-03-10 15:43:32
render,request,request,2024-03-05 02:49:03,2024-03-05 02:49:04
billing,request,request,2024-03-10 20:31:44,2024-03-10 20:31:44
auth,request,request,2024-03-09 12:05:51,2024-03-09 12:05:52
billing,request,request,2024-03-09 10:02:28,2024-03-09 10:02:29
cdn,request,request,2024-03-10 16:41:34,2024-03-10 16:41:35
search,request,request,2024-03-09 00:13:16,2024-03-09 00:13:16
billing,request,request,2024-03-05 00:54:09,2024-03-05 00:54:10
billing,request,request,2024-03-05 17:05:44,2024-03-05 17:05:45
cdn,request,request,2024-03-10 05:24:45,2024-03-10 05:24:46
api-gateway,request,request,2024-03-08 00:33:24,2024-03-08 00:33:26
billing,request,request,2024-03-07 03:58:44,2024-03-07 03:58:44
billing,slow-query,slow-query,2024-03-07 19:56:38,2024-03-07 19:56:46
billing,slow-query,slow-query,2024-03-09 18:53:40,2024-03-09 18:53:42
queue,request,request,2024-03-07 06:16:29,2024-03-07 06:16:30
render,request,request,2024-03-06 18:54:04,2024-03-06 18:54:05
search,request,request,2024-03-08 05:13:01,2024-03-08 05:13:02
cdn,request,request,2024-03-07 01:09:14,2024-03-07 01:09:14
db-proxy,request,request,2024-03-10 12:11:15,2024-03-10 12:11:16
search,slow-query,slow-query,2024-03-10 20:35:36,2024-03-10 20:35:44
api-gateway,error,error,2024-03-05 10:49:29,
db-proxy,request,request,2024-03-05 20:00:53,2024-03-05 20:00:54
db-proxy,error,error,2024-03-08 22:07:04,
queue,slow-query,slow-query,2024-03-06 02:29:09,2024-03-06 02:29:15
cdn,request,request,2024-03-06 08:44:00,2024-03-06 08:44:01
cdn,request,request,2024-03-05 11:43:10,2024-03-05 11:43:10
cdn,request,request,2024-03-04 09:57:59,2024-03-04 09:58:00
api-gateway,retry,retry,2024-03-08 12:25:35,2024-03-08 12:25:37
queue,retry,retry,2024-03-10 18:44:48,2024-03-10 18:44:49
render,request,request,2024-03-06 15:46:15,2024-03-06 15:46:16
queue,request,request,2024-03-06 15:44:42,2024-03-06 15:44:43
billing,request,request,2024-03-07 21:40:53,2024-03-07 21:40:53
queue,retry,retry,2024-03-10 01:17:40,2024-03-10 01:17:41
auth,request,request,2024-03-05 06:15:32,2024-03-05 06:15:33
cdn,slow-query,slow-query,2024-03-04 12:21:40,2024-03-04 12:21:48
api-gateway,request,request,2024-03-06 08:56:33,2024-03-06 08:56:34
render,slow-query,slow-query,2024-03-09 15:02:05,2024-03-09 15:02:12
queue,request,request,2024-03-08 00:12:32,2024-03-08 00:12:33
search,request,request,2024-03-09 20:17:40,2024-03-09 20:17:41
billing,slow-query,slow-query,2024-03-05 03:08:22,2024-03-05 03:08:25
queue,error,error,2024-03-08 13:53:35,
render,retry,retry,2024-03-05 04:57:35,2024-03-05 04:57:36
db-proxy,request,request,2024-03-10 02:32:48,2024-03-10 02:32:49
queue,request,request,2024-03-04 18:13:08,2024-03-04 18:13:08
auth,request,request,2024-03-04 04:59:01,2024-03-04 04:59:02
queue,request,request,2024-03-07 04:56:24,2024-03-07 04:56:25
queue,request,request,2024-03-09 18:13:38,2024-03-09 18:13:39
render,request,request,2024-03-09 08:10:16,2024-03-09 08:10:16
search,request,request,2024-03-06 08:26:37,2024-03-06 08:26:38
queue,error,error,2024-03-07 19:45:03,
auth,slow-query,slow-query,2024-03-04 15:50:19,2024-03-04 15:50:23
billing,request,request,2024-03-09 22:48:41,2024-03-09 22:48:41
db-proxy,request,request,2024-03-06 04:35:01,2024-03-06 04:35:02
db-proxy,request,request,2024-03-05 03:17:20,2024-03-05 03:17:20
api-gateway,request,request,2024-03-04 13:13:42,2024-03-04 13:13:43
billing,request,request,2024-03-06 11:45:54,2024-03-06 11:45:54
cdn,request,request,2024-03-08 18:33:02,2024-03-08 18:33:04
queue,slow-query,slow-query,2024-03-06 12:15:08,2024-03-06 12:15:17
search,request,request,2024-03-09 03:21:15,2024-03-09 03:21:16
search,request,request,2024-03-06 05:04:29,2024-03-06 05:04:29
render,error,error,2024-03-08 20:06:46,
render,request,request,2024-03-06 15:55:30,2024-03-06 15:55:32
search,error,error,2024-03-08 06:59:17,
api-gateway,request,request,2024-03-04 08:48:55,2024-03-04 08:48:56
billing,request,request,2024-03-04 20:17:28,2024-03-04 20:17:28
api-gateway,error,error,2024-03-06 23:24:32,
api-gateway,request,request,2024-03-07 10:30:42,2024-03-07 10:30:43
search,request,request,2024-03-05 00:21:06,2024-03-05 00:21:06
queue,request,request,2024-03-05 16:43:56,2024-03-05 16:43:57
api-gateway,retry,retry,2024-03-05 15:24:19,2024-03-05 15:24:21
billing,error,error,2024-03-05 19:26:29,
auth,timeout,timeout,2024-03-04 13:28:49,2024-03-04 13:29:04
auth,request,request,2024-03-04 15:17:13,2024-03-04 15:17:13
auth,request,request,2024-03-09 00:48:30,2024-03-09 00:48:31
cdn,retry,retry,2024-03-09 08:02:07,2024-03-09 08:02:08
search,request,request,2024-03-07 00:15:19,2024-03-07 00:15:20
api-gateway,request,request,2024-03-07 19:53:31,2024-03-07 19:53:32
auth,request,request,2024-03-04 01:40:03,2024-03-04 01:40:03
api-gateway,request,request,2024-03-05 03:34:32,2024-03-05 03:34:33
cdn,request,request,2024-03-04 09:12:11,2024-03-04 09:12:12
cdn,request,request,2024-03-06 13:19:12,2024-03-06 13:19:13
db-proxy,slow-query,slow-query,2024-03-08 17:43:31,2024-03-08 17:43:37
auth,error,error,2024-03-05 10:14:59,
auth,retry,retry,2024-03-07 19:34:53,2024-03-07 19:34:55
billing,error,error,2024-03-07 15:05:13,
auth,request,request,2024-03-10 07:45:51,2024-03-10 07:45:51
auth,retry,retry,2024-03-05 13:13:29,2024-03-05 13:13:30
auth,request,request,2024-03-06 21:00:09,2024-03-06 21:00:10
search,slow-query,slow-query,2024-03-08 16:35:26,2024-03-08 16:35:31
api-gateway,request,request,2024-03-10 11:48:38,2024-03-10 11:48:40
auth,request,request,2024-03-08 05:52:39,2024-03-08 05:52:39
queue,request,request,2024-03-07 06:10:20,2024-03-07 06:10:20
db-proxy,timeout,timeout,2024-03-10 18:45:44,2024-03-10 18:45:53
cdn,request,request,2024-03-04 17:19:21,2024-03-04 17:19:22
billing,request,request,2024-03-08 22:23:15,2024-03-08 22:23:16
cdn,retry,retry,2024-03-05 03:19:31,2024-03-05 03:19:33
queue,error,error,2024-03-05 06:34:13,
queue,request,request,2024-03-08 17:51:23,2024-03-08 17:51:23
search,slow-query,slow-query,2024-03-06 08:44:32,2024-03-06 08:44:40
api-gateway,error,error,2024-03-07 13:14:53,
cdn,request,request,2024-03-05 13:25:37,2024-03-05 13:25:38
queue,timeout,timeout,2024-03-08 20:50:32,2024-03-08 20:50:58
queue,request,request,2024-03-06 07:08:05,2024-03-06 07:08:05
api-gateway,error,error,2024-03-09 21:05:04,
billing,request,request,2024-03-04 09:33:04,2024-03-04 09:33:05
render,error,error,2024-03-05 08:09:57,
search,request,request,2024-03-09 01:14:12,2024-03-09 01:14:13
render,request,request,2024-03-05 15:24:41,2024-03-05 15:24:42
search,request,request,2024-03-07 17:32:56,2024-03-07 17:32:58
search,error,error,2024-03-10 15:29:28,
db-proxy,request,request,2024-03-10 00:07:17,2024-03-10 00:07:18
billing,request,request,2024-03-06 10:00:14,2024-03-06 10:00:15
auth,request,request,2024-03-05 10:08:27,2024-03-05 10:08:28
queue,request,request,2024-03-05 13:09:20,2024-03-05 13:09:21
auth,request,request,2024-03-06 16:27:19,2024-03-06 16:27:19
db-proxy,request,request,2024-03-08 18:55:41,2024-03-08 18:55:41
billing,error,error,2024-03-08 03:07:07,
billing,slow-query,slow-query,2024-03-08 03:48:14,2024-03-08 03:48:21
auth,request,request,2024-03-05 19:46:39,2024-03-05 19:46:40
billing,slow-query,slow-query,2024-03-06 07:35:52,2024-03-06 07:35:54
auth,request,request,2024-03-06 22:29:24,2024-03-06 22:29:24
search,error,error,2024-03-10 01:28:17,
api-gateway,slow-query,slow-query,2024-03-08 12:03:35,2024-03-08 12:03:42
render,request,request,2024-03-05 09:01:36,2024-03-05 09:01:37
billing,request,request,2024-03-04 23:47:06,2024-03-04 23:47:07
cdn,request,request,2024-03-06 14:10:34,2024-03-06 14:10:35
search,error,error,2024-03-07 15:50:09,
api-gateway,request,request,2024-03-07 08:31:39,2024-03-07 08:31:40
billing,request,request,2024-03-10 01:48:03,2024-03-10 01:48:03
auth,request,request,2024-03-06 00:28:08,2024-03-06 00:28:09
billing,request,request,2024-03-09 07:59:24,2024-03-09 07:59:25
billing,slow-query,slow-query,2024-03-07 22:25:02,2024-03-07 22:25:05
auth,request,request,2024-03-09 20:23:43,2024-03-09 20:23:43
render,request,request,2024-03-09 12:17:02,2024-03-09 12:17:02
api-gateway,request,request,2024-03-08 10:08:36,2024-03-08 10:08:36
auth,request,request,2024-03-05 21:12:22,2024-03-05 21:12:23
billing,retry,retry,2024-03-04 14:28:53,2024-03-04 14:28:54
search,request,request,2024-03-05 15:33:06,2024-03-05 15:33:07
auth,request,request,2024-03-06 04:08:12,2024-03-06 04:08:14
search,request,request,2024-03-10 04:13:01,2024-03-10 04:13:02
billing,slow-query,slow-query,2024-03-08 01:16:57,2024-03-08 01:17:03
cdn,error,error,2024-03-07 16:45:41,
render,request,request,2024-03-10 05:43:26,2024-03-10 05:43:27
api-gateway,slow-query,slow-query,2024-03-10 18:41:23,2024-03-10 18:41:26
queue,slow-query,slow-query,2024-03-07 02:11:23,2024-03-07 02:11:28
render,request,request,2024-03-06 04:14:21,2024-03-06 04:14:22
api-gateway,retry,retry,2024-03-10 13:20:48,2024-03-10 13:20:50
api-gateway,timeout,timeout,2024-03-08 08:21:59,2024-03-08 08:22:16
render,request,request,2024-03-10 00:55:51,2024-03-10 00:55:52
db-proxy,timeout,timeout,2024-03-05 12:18:48,2024-03-05 12:19:15
cdn,slow-query,slow-query,2024-03-08 16:14:12,2024-03-08 16:14:16
search,request,request,2024-03-06 17:30:56,2024-03-06 17:30:57
search,request,request,2024-03-06 04:46:19,2024-03-06 04:46:19
queue,request,request,2024-03-04 08:53:36,2024-03-04 08:53:38
api-gateway,request,request,2024-03-05 04:23:13,2024-03-05 04:23:14
billing,request,request,2024-03-09 14:35:22,2024-03-09 14:35:22
db-proxy,error,error,2024-03-06 15:19:04,
render,request,request,2024-03-04 08:09:34,2024-03-04 08:09:35
api-gateway,request,request,2024-03-07 00:51:03,2024-03-07 00:51:04
search,request,request,2024-03-07 05:56:37,2024-03-07 05:56:38
cdn,request,request,2024-03-07 21:52:46,2024-03-07 21:52:47
cdn,request,request,2024-03-08 18:59:20,2024-03-08 18:59:21
cdn,error,error,2024-03-07 17:16:45,
search,request,request,2024-03-08 16:12:23,2024-03-08 16:12:24
auth,error,error,2024-03-04 22:05:50,
auth,request,request,2024-03-09 16:21:23,2024-03-09 16:21:24
db-proxy,timeout,timeout,2024-03-04 04:53:57,2024-03-04 04:54:15
billing,request,request,2024-03-10 11:34:42,2024-03-10 11:34:43
api-gateway,slow-query,slow-query,2024-03-10 22:30:45,2024-03-10 22:30:50
search,request,request,2024-03-09 23:30:03,2024-03-09 23:30:04
search,request,request,2024-03-04 09:12:56,2024-03-04 09:12:57
queue,timeout,timeout,2024-03-10 09:50:26,2024-03-10 09:50:39
billing,slow-query,slow-query,2024-03-05 23:32:54,2024-03-05 23:32:59
cdn,request,request,2024-03-10 00:16:26,2024-03-10 00:16:27
api-gateway,request,request,2024-03-04 20:19:45,2024-03-04 20:19:46
search,slow-query,slow-query,2024-03-06 10:49:35,2024-03-06 10:49:44
auth,request,request,2024-03-05 18:02:26,2024-03-05 18:02:26
auth,request,request,2024-03-04 11:26:13,2024-03-04 11:26:13
db-proxy,timeout,timeout,2024-03-06 11:44:48,2024-03-06 11:45:08
cdn,retry,retry,2024-03-10 13:16:32,2024-03-10 13:16:32
auth,request,request,2024-03-06 04:05:46,2024-03-06 04:05:46
search,request,request,2024-03-07 09:54:34,2024-03-07 09:54:35
auth,request,request,2024-03-05 12:32:55,2024-03-05 12:32:56
db-proxy,request,request,2024-03-04 19:56:00,2024-03-04 19:56:00
queue,request,request,2024-03-04 02:55:03,2024-03-04 02:55:03
db-proxy,request,request,2024-03-07 20:21:31,2024-03-07 20:21:32
search,request,request,2024-03-05 06:08:37,2024-03-05 06:08:38
db-proxy,request,request,2024-03-06 00:29:46,2024-03-06 00:29:47
api-gateway,request,request,2024-03-06 11:12:54,2024-03-06 11:12:55
auth,request,request,2024-03-05 19:31:23,2024-03-05 19:31:24
api-gateway,request,request,2024-03-04 23:48:16,2024-03-04 23:48:17
render,request,request,2024-03-05 00:38:59,2024-03-05 00:39:00
db-proxy,request,request,2024-03-05 05:25:06,2024-03-05 05:25:06
auth,request,request,2024-03-05 10:50:01,2024-03-05 10:50:02
auth,request,request,2024-03-08 01:03:55,2024-03-08 01:03:56
billing,error,error,2024-03-04 22:07:13,
api-gateway,request,request,2024-03-08 21:11:09,2024-03-08 21:11:10
render,request,request,2024-03-06 12:32:24,2024-03-06 12:32:25
queue,retry,retry,2024-03-08 13:21:12,2024-03-08 13:21:12
search,request,request,2024-03-10 00:43:35,2024-03-10 00:43:37
render,request,request,2024-03-05 09:43:08,2024-03-05 09:43:10
cdn,request,request,2024-03-08 01:37:20,2024-03-08 01:37:21
cdn,request,request,2024-03-05 03:47:20,2024-03-05 03:47:21
search,request,request,2024-03-04 09:27:59,2024-03-04 09:27:59
search,error,error,2024-03-09 07:33:40,
cdn,slow-query,slow-query,2024-03-05 10:32:26,2024-03-05 10:32:33
render,request,request,2024-03-10 23:59:56,2024-03-10 23:59:57
render,slow-query,slow-query,2024-03-05 09:20:42,2024-03-05 09:20:47
api-gateway,request,request,2024-03-09 07:33:22,2024-03-09 07:33:23
billing,request,request,2024-03-10 00:55:15,2024-03-10 00:55:17
cdn,timeout,timeout,2024-03-05 15:29:28,2024-03-05 15:29:54
queue,slow-query,slow-query,2024-03-04 15:21:38,2024-03-04 15:21:43
search,request,request,2024-03-06 23:06:31,2024-03-06 23:06:32
auth,request,request,2024-03-10 10:05:31,2024-03-10 10:05:32
auth,request,request,2024-03-09 18:05:16,2024-03-09 18:05:16
cdn,request,request,2024-03-09 19:25:29,2024-03-09 19:25:30
billing,request,request,2024-03-10 08:26:59,2024-03-10 08:26:59
cdn,request,request,2024-03-08 16:58:57,2024-03-08 16:58:58
cdn,request,request,2024-03-06 10:17:26,2024-03-06 10:17:27
billing,request,request,2024-03-09 13:56:41,2024-03-09 13:56:41
api-gateway,slow-query,slow-query,2024-03-08 20:32:50,2024-03-08 20:32:56
auth,request,request,2024-03-04 20:54:40,2024-03-04 20:54:40
cdn,request,request,2024-03-05 00:23:24,2024-03-05 00:23:24
cdn,retry,retry,2024-03-07 01:05:46,2024-03-07 01:05:48
cdn,request,request,2024-03-05 15:06:13,2024-03-05 15:06:14
queue,request,request,2024-03-09 00:29:11,2024-03-09 00:29:12
db-proxy,request,request,2024-03-04 04:45:20,2024-03-04 04:45:21
render,slow-query,slow-query,2024-03-06 18:04:14,2024-03-06 18:04:18
queue,request,request,2024-03-04 22:49:15,2024-03-04 22:49:16
db-proxy,request,request,2024-03-04 16:50:11,2024-03-04 16:50:12
render,request,request,2024-03-10 07:00:37,2024-03-10 07:00:38
queue,request,request,2024-03-10 13:08:01,2024-03-10 13:08:01
search,request,request,2024-03-08 08:54:38,2024-03-08 08:54:39
search,slow-query,slow-query,2024-03-07 20:10:05,2024-03-07 20:10:07
search,slow-query,slow-query,2024-03-05 09:41:11,2024-03-05 09:41:18
queue,request,request,2024-03-05 15:11:28,2024-03-05 15:11:28
search,request,request,2024-03-06 01:45:59,2024-03-06 01:46:00
cdn,error,error,2024-03-09 12:00:11,
auth,slow-query,slow-query,2024-03-08 19:39:11,2024-03-08 19:39:16
render,request,request,2024-03-10 16:40:31,2024-03-10 16:40:31
api-gateway,timeout,timeout,2024-03-08 23:54:14,2024-03-08 23:54:31
billing,request,request,2024-03-06 11:14:35,2024-03-06 11:14:36
search,request,request,2024-03-07 13:17:21,2024-03-07 13:17:22
cdn,timeout,timeout,2024-03-10 21:32:17,2024-03-10 21:32:37
search,timeout,timeout,2024-03-08 10:34:43,2024-03-08 10:34:52
db-proxy,request,request,2024-03-04 11:13:54,2024-03-04 11:13:54
auth,slow-query,slow-query,2024-03-04 19:49:37,2024-03-04 19:49:43
queue,request,request,2024-03-10 14:25:14,2024-03-10 14:25:15
search,request,request,2024-03-08 01:19:25,2024-03-08 01:19:26
render,slow-query,slow-query,2024-03-07 22:37:44,2024-03-07 22:37:50
auth,request,request,2024-03-09 00:40:32,2024-03-09 00:40:33
auth,request,request,2024-03-07 03:02:49,2024-03-07 03:02:49
queue,slow-query,slow-query,2024-03-10 20:46:39,2024-03-10 20:46:40
db-proxy,timeout,timeout,2024-03-09 23:35:27,2024-03-09 23:35:43
api-gateway,request,request,2024-03-04 08:31:49,2024-03-04 08:31:50
render,request,request,2024-03-09 06:11:19,2024-03-09 06:11:19
render,request,request,2024-03-10 22:13:24,2024-03-10 22:13:25
auth,request,request,2024-03-09 19:42:20,2024-03-09 19:42:21
render,request,request,2024-03-06 22:16:32,2024-03-06 22:16:33
queue,request,request,2024-03-07 00:46:48,2024-03-07 00:46:48
db-proxy,request,request,2024-03-05 22:25:00,2024-03-05 22:25:00
queue,request,request,2024-03-07 16:48:01,2024-03-07 16:48:02
auth,request,request,2024-03-08 18:35:30,2024-03-08 18:35:31
billing,error,error,2024-03-08 19:39:57,
search,timeout,timeout,2024-03-09 11:03:18,2024-03-09 11:03:42
queue,request,request,2024-03-06 00:13:50,2024-03-06 00:13:52
search,slow-query,slow-query,2024-03-08 11:23:31,2024-03-08 11:23:39
api-gateway,slow-query,slow-query,2024-03-09 04:06:52,2024-03-09 04:06:54
search,request,request,2024-03-10 00:50:33,2024-03-10 00:50:33
api-gateway,slow-query,slow-query,2024-03-06 18:50:47,2024-03-06 18:50:54
cdn,request,request,2024-03-09 00:16:17,2024-03-09 00:16:17
queue,request,request,2024-03-05 08:23:57,2024-03-05 08:23:58
cdn,request,request,2024-03-07 10:19:31,2024-03-07 10:19:33
cdn,timeout,timeout,2024-03-06 07:47:53,2024-03-06 07:48:12
search,request,request,2024-03-08 17:44:01,2024-03-08 17:44:02
cdn,timeout,timeout,2024-03-05 17:18:32,2024-03-05 17:18:56
render,slow-query,slow-query,2024-03-06 07:34:43,2024-03-06 07:34:47
auth,retry,retry,2024-03-07 14:56:58,2024-03-07 14:56:59
auth,slow-query,slow-query,2024-03-04 17:40:14,2024-03-04 17:40:21
billing,request,request,2024-03-06 10:32:29,2024-03-06 10:32:30
cdn,request,request,2024-03-09 16:12:32,2024-03-09 16:12:33
auth,request,request,2024-03-10 05:41:16,2024-03-10 05:41:17
auth,request,request,2024-03-04 11:00:47,2024-03-04 11:00:48
api-gateway,request,request,2024-03-08 03:28:57,2024-03-08 03:28:58
cdn,error,error,2024-03-10 18:01:47,
billing,request,request,2024-03-10 21:28:55,2024-03-10 21:28:56
api-gateway,request,request,2024-03-10 02:48:17,2024-03-10 02:48:18
db-proxy,retry,retry,2024-03-10 16:52:59,2024-03-10 16:53:00
queue,slow-query,slow-query,2024-03-07 11:01:16,2024-03-07 11:01:19
queue,retry,retry,2024-03-10 11:19:15,2024-03-10 11:19:15
queue,request,request,2024-03-08 15:15:55,2024-03-08 15:15:56
cdn,request,request,2024-03-09 16:52:53,2024-03-09 16:52:53
billing,request,request,2024-03-05 13:10:08,2024-03-05 13:10:08
cdn,request,request,2024-03-09 00:28:11,2024-03-09 00:28:11
cdn,error,error,2024-03-08 07:09:04,
render,request,request,2024-03-07 05:07:31,2024-03-07 05:07:33
auth,slow-query,slow-query,2024-03-08 12:49:16,2024-03-08 12:49:25
billing,request,request,2024-03-10 01:13:51,2024-03-10 01:13:51
cdn,request,request,2024-03-09 04:04:52,2024-03-09 04:04:53
db-proxy,error,error,2024-03-10 11:36:33,
db-proxy,retry,retry,2024-03-08 04:15:49,2024-03-08 04:15:50
auth,retry,retry,2024-03-09 16:23:34,2024-03-09 16:23:35
db-proxy,error,error,2024-03-06 19:11:49,
billing,request,request,2024-03-07 20:58:56,2024-03-07 20:58:56
queue,retry,retry,2024-03-08 18:41:41,2024-03-08 18:41:43
search,retry,retry,2024-03-10 10:45:49,2024-03-10 10:45:51
billing,request,request,2024-03-05 05:37:22,2024-03-05 05:37:23
queue,slow-query,slow-query,2024-03-09 10:26:03,2024-03-09 10:26:06
db-proxy,request,request,2024-03-05 13:09:00,2024-03-05 13:09:01
db-proxy,request,request,2024-03-06 03:26:46,2024-03-06 03:26:46
auth,request,request,2024-03-05 20:00:02,2024-03-05 20:00:02
db-proxy,slow-query,slow-query,2024-03-09 14:54:08,2024-03-09 14:54:12
queue,request,request,2024-03-06 21:13:13,2024-03-06 21:13:13
billing,request,request,2024-03-04 09:18:12,2024-03-04 09:18:14
auth,request,request,2024-03-10 20:15:39,2024-03-10 20:15:40
db-proxy,request,request,2024-03-05 20:59:16,2024-03-05 20:59:18
db-proxy,request,request,2024-03-04 00:29:10,2024-03-04 00:29:10
auth,request,request,2024-03-04 11:12:42,2024-03-04 11:12:43
api-gateway,timeout,timeout,2024-03-09 11:25:06,2024-03-09 11:25:24
api-gateway,error,error,2024-03-09 03:34:01,
billing,request,request,2024-03-05 05:42:41,2024-03-05 05:42:41
render,timeout,timeout,2024-03-07 08:58:13,2024-03-07 08:58:28
auth,request,request,2024-03-10 20:24:18,2024-03-10 20:24:18
api-gateway,timeout,timeout,2024-03-09 00:07:57,2024-03-09 00:08:14
search,request,request,2024-03-07 09:50:51,2024-03-07 09:50:51
cdn,request,request,2024-03-08 03:08:36,2024-03-08 03:08:36
auth,error,error,2024-03-09 07:26:24,
billing,slow-query,slow-query,2024-03-07 22:04:39,2024-03-07 22:04:41
db-proxy,slow-query,slow-query,2024-03-10 15:57:40,2024-03-10 15:57:43
search,error,error,2024-03-05 22:40:35,
render,request,request,2024-03-09 19:08:24,2024-03-09 19:08:24
cdn,request,request,2024-03-07 23:24:35,2024-03-07 23:24:36
db-proxy,request,request,2024-03-06 15:02:27,2024-03-06 15:02:28
api-gateway,request,request,2024-03-10 00:00:19,2024-03-10 00:00:20
db-proxy,timeout,timeout,2024-03-04 14:13:55,2024-03-04 14:14:20
render,request,request,2024-03-05 16:52:04,2024-03-05 16:52:05
api-gateway,request,request,2024-03-06 21:11:33,2024-03-06 21:11:34
cdn,timeout,timeout,2024-03-10 05:48:28,2024-03-10 05:48:49
api-gateway,request,request,2024-03-08 08:06:10,2024-03-08 08:06:10
search,request,request,2024-03-05 08:56:58,2024-03-05 08:56:59
api-gateway,retry,retry,2024-03-10 20:13:47,2024-03-10 20:13:47
queue,request,request,2024-03-06 22:56:54,2024-03-06 22:56:54
render,slow-query,slow-query,2024-03-09 06:07:57,2024-03-09 06:08:04
db-proxy,request,request,2024-03-09 16:20:19,2024-03-09 16:20:19
queue,slow-query,slow-query,2024-03-07 05:35:32,2024-03-07 05:35:36
auth,request,request,2024-03-09 18:33:39,2024-03-09 18:33:41
api-gateway,request,request,2024-03-07 13:59:08,2024-03-07 13:59:08
db-proxy,request,request,2024-03-10 06:27:30,2024-03-10 06:27:31
cdn,error,error,2024-03-05 02:22:01,
api-gateway,request,request,2024-03-06 02:22:35,2024-03-06 02:22:36
queue,request,request,2024-03-08 13:39:26,2024-03-08 13:39:27
auth,request,request,2024-03-05 16:50:56,2024-03-05 16:50:57
billing,request,request,2024-03-09 22:24:50,2024-03-09 22:24:51
cdn,request,request,2024-03-04 07:06:28,2024-03-04 07:06:29
search,request,request,2024-03-06 09:32:12,2024-03-06 09:32:13
queue,timeout,timeout,2024-03-06 08:50:46,2024-03-06 08:51:07
search,slow-query,slow-query,2024-03-09 15:49:11,2024-03-09 15:49:19
queue,timeout,timeout,2024-03-05 09:40:44,2024-03-05 09:41:04
auth,retry,retry,2024-03-08 20:38:59,2024-03-08 20:39:01
queue,request,request,2024-03-06 03:08:43,2024-03-06 03:08:44
render,request,request,2024-03-08 09:17:30,2024-03-08 09:17:30
db-proxy,request,request,2024-03-10 20:56:52,2024-03-10 20:56:53
search,request,request,2024-03-09 21:32:46,2024-03-09 21:32:47
cdn,request,request,2024-03-04 14:31:22,2024-03-04 14:31:22
db-proxy,request,request,2024-03-08 01:39:13,2024-03-08 01:39:14
render,request,request,2024-03-07 13:28:53,2024-03-07 13:28:54
db-proxy,retry,retry,2024-03-06 15:20:01,2024-03-06 15:20:02
render,slow-query,slow-query,2024-03-07 13:16:33,2024-03-07 13:16:37
render,request,request,2024-03-06 14:50:56,2024-03-06 14:50:57
billing,timeout,timeout,2024-03-04 03:54:43,2024-03-04 03:54:57
queue,request,request,2024-03-06 23:36:49,2024-03-06 23:36:50
render,timeout,timeout,2024-03-08 20:10:29,2024-03-08 20:10:45
db-proxy,retry,retry,2024-03-09 22:30:24,2024-03-09 22:30:26
api-gateway,error,error,2024-03-07 07:12:28,
billing,slow-query,slow-query,2024-03-07 16:52:42,2024-03-07 16:52:48
search,retry,retry,2024-03-05 16:06:58,2024-03-05 16:07:00
queue,request,request,2024-03-07 22:38:17,2024-03-07 22:38:18
api-gateway,request,request,2024-03-07 23:29:02,2024-03-07 23:29:03
auth,request,request,2024-03-10 06:54:49,2024-03-10 06:54:50
db-proxy,request,request,2024-03-08 07:25:48,2024-03-08 07:25:49
billing,request,request,2024-03-09 14:04:13,2024-03-09 14:04:13
auth,timeout,timeout,2024-03-04 18:43:39,2024-03-04 18:44:03
auth,request,request,2024-03-09 01:09:34,2024-03-09 01:09:35
db-proxy,request,request,2024-03-07 21:26:49,2024-03-07 21:26:50
